Company Name,Sector,Industry,Country,Stock Symbol,Trailing Twelve Months (TTM) CFMS,Year-to-Date (YTD) CFMS,Latest Reported Quarter CFMS,2nd Latest Reported Quarter CFMS,3rd Latest Reported Quarter CFMS,4th Latest Reported Quarter CFMS,5th Latest Reported Quarter CFMS,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014
"SoFi Technologies, Inc.",Financial Services,Financial - Credit Services,US,SOFI,43.0,43.0,0.0,4.0,19.0,83.0,27.0,45.0,3.0,10.0,2.0,9.0,99.0,42.0,,,
"DocuSign, Inc.",Technology,Software - Application,US,DOCU,83.0,83.0,34.0,33.0,68.0,63.0,37.0,44.0,83.0,89.0,77.0,78.0,99.0,87.0,42.0,,
Dollar General Corporation,Consumer Defensive,Discount Stores,US,DG,58.0,58.0,69.0,27.0,74.0,67.0,89.0,25.0,35.0,81.0,53.0,68.0,58.0,63.0,52.0,55.0,57.0
Alliant Energy Corporation,Utilities,Regulated Electric,US,LNT,80.0,80.0,65.0,32.0,72.0,35.0,87.0,80.0,41.0,62.0,30.0,72.0,17.0,61.0,41.0,40.0,70.0
Warner Music Group Corp.,Communication Services,Entertainment,US,WMG,51.0,51.0,73.0,96.0,17.0,39.0,85.0,38.0,65.0,72.0,61.0,37.0,26.0,81.0,80.0,83.0,32.0
Avery Dennison Corporation,Industrials,Business Equipment & Supplies,US,AVY,32.0,32.0,64.0,69.0,31.0,45.0,76.0,34.0,47.0,73.0,51.0,84.0,22.0,58.0,68.0,69.0,66.0
ARC Resources Ltd.,Energy,Oil & Gas Exploration & Production,CA,ARX.TO,20.0,20.0,40.0,33.0,57.0,58.0,51.0,21.0,86.0,91.0,52.0,24.0,70.0,54.0,35.0,20.0,79.0
Marathon Oil Corporation,Energy,Oil & Gas Exploration & Production,US,MRO,26.0,26.0,52.0,62.0,46.0,49.0,43.0,27.0,82.0,86.0,23.0,30.0,80.0,88.0,22.0,13.0,55.0
"Ulta Beauty, Inc.",Consumer Cyclical,Specialty Retail,US,ULTA,42.0,42.0,61.0,14.0,99.0,8.0,18.0,69.0,72.0,35.0,61.0,71.0,67.0,84.0,38.0,66.0,77.0
"Entegris, Inc.",Technology,Semiconductors,US,ENTG,80.0,80.0,76.0,29.0,60.0,33.0,73.0,80.0,44.0,43.0,62.0,70.0,53.0,76.0,84.0,33.0,72.0
US Foods Holding Corp.,Consumer Defensive,Food Distribution,US,USFD,72.0,72.0,24.0,88.0,45.0,32.0,29.0,72.0,85.0,53.0,23.0,71.0,27.0,73.0,48.0,74.0,72.0
Viatris Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,US,VTRS,38.0,38.0,82.0,24.0,73.0,25.0,73.0,40.0,51.0,88.0,27.0,26.0,59.0,48.0,49.0,87.0,39.0
First Quantum Minerals Ltd.,Basic Materials,Copper,CA,FM.TO,20.0,20.0,26.0,38.0,95.0,9.0,32.0,21.0,40.0,82.0,83.0,15.0,90.0,41.0,26.0,80.0,35.0
Jefferies Financial Group Inc.,Financial Services,Financial - Capital Markets,US,JEF,4.0,4.0,1.0,80.0,5.0,80.0,5.0,4.0,64.0,36.0,95.0,2.0,9.0,85.0,93.0,67.0,5.0
"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,US,CF,24.0,24.0,79.0,44.0,58.0,34.0,35.0,25.0,74.0,87.0,34.0,51.0,34.0,92.0,16.0,31.0,43.0
"Aspen Technology, Inc.",Technology,Software - Application,US,AZPN,54.0,54.0,12.0,47.0,95.0,78.0,13.0,65.0,41.0,61.0,52.0,65.0,60.0,65.0,28.0,39.0,77.0
"Dynatrace, Inc.",Technology,Software - Application,US,DT,48.0,48.0,14.0,71.0,83.0,82.0,15.0,70.0,63.0,93.0,6.0,71.0,69.0,42.0,,,
Twilio Inc.,Communication Services,Internet Content & Information,US,TWLO,93.0,93.0,40.0,47.0,54.0,53.0,86.0,93.0,4.0,7.0,89.0,86.0,96.0,7.0,92.0,36.0,71.0
Textron Inc.,Industrials,Aerospace & Defense,US,TXT,32.0,32.0,23.0,100.0,19.0,83.0,35.0,33.0,48.0,85.0,30.0,35.0,59.0,41.0,34.0,35.0,81.0
"Casey's General Stores, Inc.",Consumer Cyclical,Specialty Retail,US,CASY,44.0,44.0,41.0,80.0,35.0,55.0,39.0,54.0,51.0,78.0,43.0,73.0,34.0,41.0,74.0,55.0,60.0
"Domino's Pizza, Inc.",Consumer Cyclical,Restaurants,US,DPZ,61.0,61.0,54.0,53.0,48.0,43.0,67.0,62.0,35.0,59.0,63.0,72.0,62.0,64.0,41.0,78.0,46.0
"Toll Brothers, Inc.",Consumer Cyclical,Residential Construction,US,TOL,63.0,63.0,19.0,88.0,11.0,56.0,48.0,64.0,36.0,69.0,88.0,24.0,20.0,97.0,92.0,11.0,93.0
Emera Incorporated,Utilities,Regulated Electric,CA,EMA-PC.TO,88.0,88.0,58.0,46.0,75.0,22.0,77.0,88.0,37.0,35.0,55.0,34.0,77.0,60.0,81.0,33.0,76.0
"Healthpeak Properties, Inc.",Real Estate,REIT - Healthcare Facilities,US,DOC,93.0,93.0,41.0,76.0,46.0,92.0,28.0,93.0,57.0,56.0,61.0,39.0,61.0,77.0,88.0,96.0,99.0
Graco Inc.,Industrials,Industrial - Machinery,US,GGG,79.0,79.0,61.0,50.0,49.0,33.0,51.0,79.0,41.0,62.0,42.0,64.0,56.0,69.0,77.0,28.0,46.0
"Reinsurance Group of America, Incorporated",Financial Services,Insurance - Reinsurance,US,RGA,91.0,91.0,52.0,14.0,95.0,61.0,93.0,91.0,20.0,67.0,75.0,80.0,26.0,74.0,23.0,34.0,76.0
AECOM,Industrials,Engineering & Construction,US,ACM,57.0,57.0,47.0,86.0,44.0,22.0,46.0,42.0,55.0,86.0,20.0,51.0,57.0,30.0,54.0,89.0,37.0
"Duolingo, Inc.",Technology,Software - Application,US,DUOL,91.0,91.0,36.0,28.0,82.0,65.0,45.0,91.0,97.0,27.0,97.0,42.0,40.0,,,,
Hyatt Hotels Corporation,Consumer Cyclical,Travel Lodging,US,H,57.0,57.0,12.0,28.0,43.0,96.0,17.0,58.0,88.0,88.0,5.0,66.0,18.0,69.0,35.0,60.0,54.0
Celestica Inc.,Technology,"Hardware, Equipment & Parts",CA,CLS.TO,70.0,70.0,56.0,37.0,59.0,74.0,26.0,71.0,72.0,46.0,28.0,99.0,12.0,24.0,33.0,29.0,84.0
"Evergy, Inc.",Utilities,Regulated Electric,US,EVRG,51.0,51.0,88.0,41.0,49.0,23.0,86.0,52.0,73.0,37.0,87.0,18.0,83.0,58.0,62.0,32.0,66.0
"East West Bancorp, Inc.",Financial Services,Banks - Diversified,US,EWBC,23.0,23.0,69.0,38.0,35.0,72.0,70.0,24.0,84.0,80.0,42.0,29.0,70.0,56.0,75.0,64.0,40.0
"UDR, Inc.",Real Estate,REIT - Residential,US,UDR,44.0,44.0,39.0,61.0,51.0,53.0,33.0,46.0,69.0,59.0,44.0,62.0,55.0,39.0,68.0,57.0,64.0
Jabil Inc.,Technology,"Hardware, Equipment & Parts",US,JBL,41.0,41.0,48.0,80.0,35.0,28.0,69.0,48.0,64.0,61.0,54.0,73.0,23.0,75.0,25.0,91.0,16.0
"Moderna, Inc.",Healthcare,Biotechnology,US,MRNA,5.0,5.0,30.0,27.0,6.0,86.0,15.0,5.0,21.0,97.0,97.0,20.0,48.0,2.0,42.0,,
Nordson Corporation,Industrials,Industrial - Machinery,US,NDSN,61.0,61.0,63.0,27.0,65.0,39.0,55.0,62.0,48.0,58.0,70.0,25.0,78.0,53.0,70.0,35.0,57.0
"Equitable Holdings, Inc.",Financial Services,Insurance - Diversified,US,EQH,80.0,80.0,47.0,98.0,86.0,6.0,53.0,80.0,44.0,2.0,82.0,3.0,11.0,97.0,26.0,83.0,46.0
"Chewy, Inc.",Consumer Cyclical,Specialty Retail,US,CHWY,68.0,68.0,69.0,31.0,71.0,23.0,49.0,81.0,77.0,90.0,96.0,87.0,1.0,42.0,,,
BIP Bermuda Holdings I Limited ,Industrials,Specialty Business Services,US,BIPI,,,,,,,,,,,,,,,,,
"Saia, Inc.",Industrials,Trucking,US,SAIA,60.0,60.0,65.0,53.0,44.0,65.0,28.0,60.0,69.0,66.0,59.0,57.0,82.0,55.0,50.0,75.0,51.0
"Sprouts Farmers Market, Inc.",Consumer Defensive,Grocery Stores,US,SFM,61.0,61.0,83.0,19.0,94.0,22.0,43.0,62.0,55.0,35.0,73.0,69.0,36.0,67.0,54.0,72.0,63.0
"Morningstar, Inc.",Financial Services,Financial - Data & Stock Exchanges,US,MORN,48.0,48.0,60.0,68.0,45.0,52.0,95.0,49.0,31.0,63.0,60.0,57.0,69.0,63.0,34.0,85.0,25.0
"Bentley Systems, Incorporated",Technology,Software - Application,US,BSY,73.0,73.0,65.0,16.0,88.0,60.0,37.0,73.0,49.0,60.0,77.0,56.0,40.0,,,,
"Western Midstream Partners, LP",Energy,Oil & Gas Midstream,US,WES,40.0,40.0,34.0,65.0,55.0,61.0,31.0,42.0,50.0,57.0,66.0,74.0,59.0,40.0,75.0,68.0,74.0
"Lineage, Inc.",Real Estate,REIT - Industrial,US,LINE,75.0,75.0,57.0,63.0,34.0,48.0,45.0,76.0,79.0,49.0,43.0,13.0,22.0,23.0,78.0,94.0,24.0
"F5, Inc.",Technology,Software - Infrastructure,US,FFIV,59.0,59.0,77.0,27.0,74.0,39.0,55.0,72.0,32.0,48.0,38.0,41.0,50.0,51.0,51.0,68.0,60.0
"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,US,DLTR,77.0,77.0,20.0,22.0,89.0,89.0,14.0,55.0,26.0,75.0,54.0,66.0,33.0,89.0,30.0,62.0,66.0
Ares Capital Corporation,Financial Services,Asset Management,US,ARCC,87.0,87.0,5.0,98.0,85.0,2.0,89.0,87.0,77.0,5.0,78.0,3.0,89.0,2.0,87.0,91.0,81.0
Tenet Healthcare Corporation,Healthcare,Medical - Care Facilities,US,THC,86.0,86.0,66.0,56.0,47.0,76.0,33.0,86.0,32.0,26.0,91.0,67.0,31.0,89.0,17.0,78.0,65.0
"SharkNinja, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",US,SN,67.0,67.0,73.0,4.0,26.0,92.0,5.0,68.0,45.0,37.0,47.0,,,,,,
"Avangrid, Inc.",Utilities,Regulated Electric,US,AGR,34.0,34.0,25.0,86.0,59.0,95.0,12.0,36.0,31.0,65.0,33.0,33.0,49.0,60.0,62.0,94.0,71.0
Curtiss-Wright Corporation,Industrials,Aerospace & Defense,US,CW,73.0,73.0,71.0,91.0,16.0,81.0,64.0,73.0,36.0,76.0,25.0,72.0,30.0,35.0,92.0,16.0,78.0
"EPAM Systems, Inc.",Technology,Information Technology Services,US,EPAM,59.0,59.0,92.0,19.0,91.0,16.0,86.0,60.0,40.0,55.0,84.0,41.0,79.0,64.0,89.0,25.0,87.0
"Gaming and Leisure Properties, Inc.",Real Estate,REIT - Specialty,US,GLPI,51.0,51.0,50.0,39.0,60.0,51.0,45.0,52.0,64.0,83.0,24.0,64.0,56.0,63.0,82.0,62.0,95.0
American Homes 4 Rent,Real Estate,REIT - Residential,US,AMH,52.0,52.0,24.0,74.0,80.0,27.0,41.0,53.0,62.0,67.0,53.0,62.0,53.0,75.0,76.0,68.0,99.0
Pool Corporation,Industrials,Industrial - Distribution,US,POOL,81.0,81.0,97.0,14.0,65.0,19.0,65.0,81.0,80.0,37.0,71.0,92.0,21.0,53.0,60.0,65.0,65.0
"Avantor, Inc.",Basic Materials,Chemicals - Specialty,US,AVTR,45.0,45.0,35.0,75.0,39.0,54.0,66.0,47.0,44.0,54.0,91.0,86.0,94.0,3.0,19.0,43.0,46.0
CCL Industries Inc.,Consumer Cyclical,Packaging & Containers,CA,CCL-B.TO,44.0,44.0,65.0,62.0,35.0,61.0,56.0,45.0,66.0,46.0,59.0,51.0,55.0,69.0,65.0,63.0,69.0
Unum Group,Financial Services,Insurance - Life,US,UNM,32.0,32.0,54.0,48.0,55.0,39.0,60.0,33.0,56.0,87.0,18.0,63.0,73.0,50.0,32.0,52.0,67.0
Stantec Inc.,Industrials,Engineering & Construction,CA,STN.TO,80.0,80.0,82.0,61.0,26.0,62.0,96.0,80.0,37.0,32.0,71.0,93.0,20.0,35.0,76.0,42.0,28.0
"Akamai Technologies, Inc.",Technology,Software - Infrastructure,US,AKAM,48.0,48.0,37.0,53.0,57.0,54.0,42.0,49.0,46.0,62.0,60.0,55.0,69.0,35.0,60.0,62.0,65.0
The Descartes Systems Group Inc.,Technology,Software - Application,CA,DSG.TO,50.0,50.0,23.0,55.0,57.0,53.0,49.0,52.0,74.0,67.0,71.0,58.0,40.0,73.0,57.0,61.0,78.0
"Skyworks Solutions, Inc.",Technology,Semiconductors,US,SWKS,41.0,41.0,75.0,35.0,32.0,83.0,57.0,65.0,39.0,75.0,38.0,59.0,30.0,73.0,57.0,70.0,82.0
Summit Therapeutics Inc.,Healthcare,Biotechnology,US,SMMT,10.0,10.0,50.0,35.0,34.0,30.0,70.0,10.0,76.0,27.0,9.0,79.0,13.0,4.0,92.0,19.0,13.0
Incyte Corporation,Healthcare,Biotechnology,US,INCY,17.0,17.0,85.0,3.0,78.0,47.0,19.0,17.0,72.0,97.0,11.0,90.0,97.0,7.0,95.0,94.0,94.0
"Equity LifeStyle Properties, Inc.",Real Estate,REIT - Residential,US,ELS,36.0,36.0,48.0,27.0,79.0,38.0,83.0,37.0,55.0,68.0,54.0,58.0,54.0,56.0,48.0,67.0,62.0
"Revvity, Inc.",Healthcare,Medical - Diagnostics & Research,US,RVTY,10.0,10.0,38.0,45.0,49.0,97.0,77.0,10.0,24.0,78.0,90.0,66.0,54.0,29.0,67.0,49.0,87.0
"Stanley Black & Decker, Inc.",Industrials,Manufacturing - Tools & Accessories,US,SWK,91.0,91.0,22.0,87.0,10.0,78.0,75.0,90.0,4.0,23.0,72.0,68.0,32.0,38.0,69.0,36.0,80.0
Regency Centers Corporation,Real Estate,REIT - Retail,US,REG,51.0,51.0,53.0,52.0,60.0,36.0,59.0,52.0,52.0,70.0,33.0,52.0,71.0,82.0,53.0,42.0,61.0
"Clean Harbors, Inc.",Industrials,Waste Management,US,CLH,57.0,57.0,52.0,97.0,21.0,64.0,49.0,58.0,64.0,67.0,53.0,61.0,72.0,57.0,21.0,72.0,26.0
Performance Food Group Company,Consumer Defensive,Food Distribution,US,PFGC,69.0,69.0,17.0,21.0,55.0,95.0,20.0,91.0,96.0,18.0,85.0,31.0,86.0,30.0,86.0,53.0,34.0
DaVita Inc.,Healthcare,Medical - Care Facilities,US,DVA,65.0,65.0,46.0,96.0,14.0,32.0,70.0,66.0,40.0,48.0,43.0,66.0,35.0,39.0,70.0,53.0,32.0
CNA Financial Corporation,Financial Services,Insurance - Property & Casualty,US,CNA,36.0,36.0,58.0,53.0,60.0,27.0,75.0,37.0,53.0,67.0,59.0,80.0,38.0,32.0,49.0,39.0,68.0
Unum Group 6.250% JR NT58,Financial Services,Insurance - Diversified,US,UNMA,32.0,32.0,43.0,33.0,61.0,39.0,60.0,33.0,56.0,87.0,18.0,63.0,72.0,51.0,32.0,52.0,67.0
Campbell Soup Company,Consumer Defensive,Packaged Foods,US,CPB,46.0,46.0,64.0,19.0,91.0,34.0,58.0,41.0,64.0,36.0,47.0,57.0,49.0,32.0,68.0,71.0,37.0
Insmed Incorporated,Healthcare,Biotechnology,US,INSM,22.0,22.0,22.0,59.0,41.0,51.0,36.0,23.0,45.0,23.0,59.0,53.0,14.0,34.0,17.0,15.0,21.0
Lamar Advertising Company,Real Estate,REIT - Specialty,US,LAMR,43.0,43.0,36.0,80.0,33.0,57.0,53.0,45.0,59.0,69.0,92.0,14.0,57.0,39.0,57.0,52.0,64.0
"Tapestry, Inc.",Consumer Cyclical,Luxury Goods,US,TPR,63.0,63.0,21.0,83.0,22.0,98.0,14.0,56.0,30.0,92.0,22.0,27.0,62.0,59.0,28.0,38.0,25.0
"Houlihan Lokey, Inc.",Financial Services,Financial - Capital Markets,US,HLI,88.0,88.0,95.0,9.0,87.0,32.0,90.0,11.0,70.0,84.0,68.0,33.0,56.0,99.0,9.0,64.0,74.0
SNC-Lavalin Group Inc.,Industrials,Engineering & Construction,CA,ATRL.TO,87.0,87.0,94.0,3.0,23.0,99.0,82.0,87.0,5.0,59.0,89.0,29.0,22.0,3.0,90.0,4.0,30.0
Camden Property Trust,Real Estate,REIT - Residential,US,CPT,49.0,49.0,55.0,69.0,47.0,36.0,47.0,50.0,71.0,60.0,42.0,61.0,62.0,40.0,52.0,48.0,54.0
"Conagra Brands, Inc.",Consumer Defensive,Packaged Foods,US,CAG,84.0,84.0,23.0,27.0,81.0,42.0,71.0,33.0,39.0,38.0,80.0,67.0,27.0,40.0,29.0,39.0,60.0
Ralph Lauren Corporation,Consumer Cyclical,Apparel - Manufacturers,US,RL,89.0,89.0,18.0,79.0,25.0,97.0,15.0,20.0,85.0,27.0,44.0,28.0,50.0,37.0,60.0,41.0,37.0
"Texas Roadhouse, Inc.",Consumer Cyclical,Restaurants,US,TXRH,52.0,52.0,48.0,22.0,76.0,77.0,46.0,53.0,61.0,84.0,25.0,56.0,67.0,58.0,60.0,64.0,61.0
Permian Resources Corporation,Energy,Oil & Gas Exploration & Production,US,PR,76.0,76.0,46.0,63.0,50.0,78.0,50.0,76.0,91.0,91.0,17.0,30.0,92.0,96.0,33.0,24.0,46.0
"C.H. Robinson Worldwide, Inc.",Industrials,Integrated Freight & Logistics,US,CHRW,15.0,15.0,26.0,95.0,9.0,17.0,38.0,15.0,99.0,20.0,25.0,56.0,89.0,23.0,25.0,75.0,80.0
Albemarle Corporation,Basic Materials,Chemicals - Specialty,US,ALB,23.0,23.0,26.0,89.0,92.0,11.0,97.0,25.0,97.0,25.0,58.0,75.0,86.0,15.0,88.0,25.0,63.0
"Boston Properties, Inc.",Real Estate,REIT - Office,US,BXP,44.0,44.0,31.0,73.0,37.0,65.0,31.0,46.0,63.0,48.0,45.0,53.0,70.0,31.0,72.0,61.0,38.0
iA Financial Corporation Inc.,Financial Services,Insurance - Diversified,CA,IAG.TO,86.0,86.0,25.0,93.0,13.0,98.0,24.0,86.0,93.0,18.0,95.0,57.0,19.0,98.0,7.0,96.0,93.0
"Paycom Software, Inc.",Technology,Software - Application,US,PAYC,65.0,65.0,28.0,34.0,67.0,68.0,39.0,66.0,64.0,73.0,51.0,70.0,77.0,72.0,90.0,86.0,41.0
ITT Inc.,Industrials,Industrial - Machinery,US,ITT,83.0,83.0,31.0,84.0,30.0,48.0,58.0,83.0,99.0,16.0,65.0,40.0,79.0,39.0,58.0,39.0,63.0
"Neurocrine Biosciences, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,US,NBIX,55.0,55.0,84.0,21.0,65.0,25.0,56.0,56.0,73.0,60.0,77.0,81.0,94.0,58.0,5.0,64.0,16.0
"Jack Henry & Associates, Inc.",Technology,Information Technology Services,US,JKHY,72.0,72.0,22.0,80.0,70.0,23.0,37.0,28.0,61.0,43.0,63.0,55.0,61.0,40.0,40.0,56.0,61.0
"Plains All American Pipeline, L.P.",Energy,Oil & Gas Midstream,US,PAA,54.0,54.0,49.0,67.0,33.0,98.0,12.0,55.0,67.0,70.0,25.0,39.0,52.0,94.0,17.0,22.0,53.0
"Host Hotels & Resorts, Inc.",Real Estate,REIT - Hotel & Motel,US,HST,44.0,44.0,31.0,53.0,70.0,45.0,24.0,46.0,96.0,91.0,10.0,39.0,53.0,37.0,58.0,49.0,63.0
"CarMax, Inc.",Consumer Cyclical,Auto - Dealerships,US,KMX,13.0,13.0,96.0,8.0,78.0,77.0,88.0,89.0,3.0,95.0,5.0,96.0,86.0,5.0,86.0,15.0,69.0
Molson Coors Beverage Company,Consumer Defensive,Beverages - Alcoholic,US,TAP,68.0,68.0,24.0,99.0,20.0,29.0,31.0,68.0,49.0,45.0,39.0,28.0,68.0,83.0,82.0,18.0,59.0
Service Corporation International,Consumer Cyclical,Personal Products & Services,US,SCI,47.0,47.0,63.0,35.0,51.0,61.0,73.0,49.0,45.0,62.0,68.0,52.0,66.0,55.0,40.0,77.0,33.0
W. P. Carey Inc.,Real Estate,REIT - Diversified,US,WPC,49.0,49.0,60.0,15.0,94.0,42.0,54.0,50.0,60.0,62.0,46.0,83.0,39.0,42.0,56.0,65.0,88.0
Dayforce Inc,Technology,Software - Application,US,DAY,77.0,77.0,38.0,97.0,22.0,86.0,19.0,77.0,91.0,93.0,8.0,97.0,90.0,78.0,3.0,43.0,
Pilgrim's Pride Corporation,Consumer Defensive,Packaged Foods,US,PPC,44.0,44.0,37.0,83.0,60.0,41.0,59.0,45.0,87.0,26.0,56.0,77.0,19.0,53.0,26.0,36.0,70.0
Liberty Broadband Corporation,Communication Services,Telecommunications Services,US,LBRDA,87.0,87.0,36.0,21.0,54.0,96.0,83.0,87.0,1.0,84.0,8.0,18.0,59.0,6.0,6.0,99.0,18.0
Bunge Limited,Consumer Defensive,Agricultural Farm Products,US,BG,89.0,89.0,87.0,4.0,47.0,49.0,95.0,89.0,15.0,63.0,4.0,77.0,5.0,17.0,94.0,15.0,22.0
"BJ's Wholesale Club Holdings, Inc.",Consumer Defensive,Discount Stores,US,BJ,36.0,36.0,77.0,46.0,48.0,74.0,56.0,40.0,49.0,88.0,34.0,89.0,22.0,86.0,42.0,,
Jones Lang LaSalle Incorporated,Real Estate,Real Estate - Services,US,JLL,91.0,91.0,26.0,83.0,8.0,83.0,66.0,91.0,17.0,41.0,88.0,27.0,24.0,95.0,18.0,25.0,85.0
"Okta, Inc.",Technology,Software - Infrastructure,US,OKTA,96.0,96.0,19.0,55.0,67.0,89.0,18.0,32.0,40.0,87.0,94.0,93.0,76.0,41.0,24.0,43.0,
TMX Group Limited,Financial Services,Financial - Data & Stock Exchanges,CA,X.TO,57.0,57.0,30.0,85.0,34.0,60.0,26.0,58.0,54.0,57.0,63.0,42.0,69.0,32.0,69.0,41.0,52.0
"BWX Technologies, Inc.",Industrials,Aerospace & Defense,US,BWXT,72.0,72.0,21.0,75.0,23.0,89.0,38.0,72.0,29.0,84.0,28.0,84.0,24.0,35.0,24.0,96.0,19.0
U-Haul Holding Company,Industrials,Rental & Leasing Services,US,UHAL,31.0,31.0,55.0,77.0,46.0,28.0,45.0,36.0,70.0,74.0,57.0,54.0,34.0,40.0,71.0,60.0,57.0
The J. M. Smucker Company,Consumer Defensive,Packaged Foods,US,SJM,46.0,46.0,83.0,18.0,65.0,85.0,32.0,48.0,35.0,66.0,57.0,37.0,61.0,23.0,88.0,31.0,51.0
FirstService Corporation,Real Estate,Real Estate - Services,CA,FSV.TO,90.0,90.0,24.0,98.0,17.0,66.0,42.0,90.0,29.0,29.0,91.0,59.0,30.0,53.0,69.0,86.0,15.0
BioMarin Pharmaceutical Inc.,Healthcare,Biotechnology,US,BMRN,35.0,35.0,78.0,82.0,82.0,16.0,81.0,37.0,27.0,93.0,83.0,92.0,96.0,87.0,40.0,5.0,28.0
"American Financial Group, Inc.",Financial Services,Insurance - Property & Casualty,US,AFG,79.0,79.0,96.0,6.0,23.0,54.0,96.0,79.0,31.0,37.0,38.0,67.0,61.0,81.0,30.0,57.0,84.0
Solventum Corporation,Healthcare,Medical - Care Facilities,US,SOLV,55.0,55.0,21.0,30.0,52.0,55.0,65.0,56.0,36.0,58.0,47.0,,,,,,
Element Fleet Management Corp.,Industrials,Rental & Leasing Services,CA,EFN.TO,6.0,6.0,97.0,63.0,9.0,96.0,81.0,6.0,15.0,43.0,91.0,98.0,2.0,11.0,90.0,2.0,99.0
Eastman Chemical Company,Basic Materials,Chemicals - Specialty,US,EMN,69.0,69.0,50.0,99.0,18.0,40.0,60.0,69.0,28.0,60.0,44.0,40.0,35.0,65.0,31.0,61.0,58.0
Alcoa Corporation,Basic Materials,Aluminum,US,AA,9.0,9.0,22.0,87.0,7.0,89.0,96.0,10.0,45.0,87.0,24.0,82.0,14.0,97.0,6.0,51.0,88.0
GameStop Corp.,Consumer Cyclical,Specialty Retail,US,GME,3.0,3.0,86.0,1.0,10.0,84.0,39.0,86.0,3.0,87.0,5.0,25.0,27.0,28.0,75.0,21.0,72.0
Evercore Inc.,Financial Services,Financial - Capital Markets,US,EVR,33.0,33.0,27.0,86.0,9.0,77.0,65.0,34.0,21.0,73.0,85.0,19.0,83.0,68.0,63.0,82.0,59.0
Stifel Financial Corp.,Financial Services,Financial - Capital Markets,US,SF,15.0,15.0,12.0,84.0,4.0,83.0,13.0,15.0,73.0,28.0,91.0,68.0,26.0,95.0,36.0,4.0,15.0
Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,Travel Services,US,NCLH,98.0,98.0,17.0,32.0,92.0,62.0,14.0,98.0,88.0,55.0,5.0,32.0,72.0,70.0,65.0,81.0,76.0
"Lincoln Electric Holdings, Inc.",Industrials,Manufacturing - Tools & Accessories,US,LECO,80.0,80.0,55.0,56.0,67.0,24.0,53.0,80.0,58.0,55.0,37.0,70.0,39.0,57.0,40.0,27.0,67.0
"Juniper Networks, Inc.",Technology,Communication Equipment,US,JNPR,98.0,98.0,99.0,11.0,99.0,13.0,41.0,97.0,15.0,60.0,61.0,20.0,21.0,61.0,68.0,62.0,38.0
Royalty Pharma plc,Healthcare,Biotechnology,US,RPRX,68.0,68.0,49.0,39.0,55.0,67.0,40.0,69.0,59.0,49.0,65.0,53.0,60.0,42.0,42.0,43.0,
"American Financial Group, Inc. ",Financial Services,Insurance - Property & Casualty,US,AFGB,79.0,79.0,96.0,6.0,23.0,54.0,96.0,79.0,31.0,37.0,38.0,67.0,61.0,81.0,30.0,57.0,84.0
Pan American Silver Corp.,Basic Materials,Silver,CA,PAAS.TO,99.0,99.0,65.0,83.0,31.0,71.0,42.0,99.0,15.0,40.0,80.0,87.0,22.0,52.0,91.0,24.0,54.0
"Universal Health Services, Inc.",Healthcare,Medical - Care Facilities,US,UHS,62.0,62.0,21.0,70.0,55.0,88.0,19.0,63.0,63.0,24.0,80.0,58.0,59.0,35.0,70.0,41.0,66.0
Stifel Financial Corporation 5.20% Senior Notes due 2047,Financial Services,Investment - Banking & Investment Services,US,SFB,15.0,15.0,12.0,84.0,4.0,83.0,13.0,15.0,73.0,28.0,91.0,68.0,26.0,95.0,36.0,4.0,15.0
"Globus Medical, Inc.",Healthcare,Medical - Devices,US,GMED,67.0,67.0,91.0,42.0,36.0,83.0,68.0,68.0,30.0,73.0,61.0,38.0,60.0,36.0,77.0,79.0,34.0
"Assurant, Inc.",Financial Services,Insurance - Specialty,US,AIZ,82.0,82.0,25.0,96.0,26.0,55.0,78.0,82.0,36.0,29.0,43.0,90.0,67.0,95.0,16.0,21.0,15.0
Regal Rexnord Corporation,Industrials,Industrial - Machinery,US,RRX,77.0,77.0,41.0,74.0,32.0,53.0,33.0,77.0,68.0,39.0,55.0,63.0,68.0,21.0,62.0,69.0,44.0
"Floor & Decor Holdings, Inc.",Consumer Cyclical,Home Improvement,US,FND,97.0,97.0,33.0,58.0,76.0,22.0,42.0,97.0,21.0,36.0,85.0,60.0,84.0,67.0,96.0,15.0,97.0
"Kinsale Capital Group, Inc.",Financial Services,Insurance - Property & Casualty,US,KNSL,74.0,74.0,41.0,58.0,61.0,43.0,43.0,74.0,75.0,75.0,79.0,86.0,73.0,52.0,37.0,41.0,74.0
"Franklin Resources, Inc.",Financial Services,Asset Management,US,BEN,32.0,32.0,50.0,90.0,89.0,9.0,56.0,20.0,80.0,65.0,96.0,11.0,88.0,21.0,26.0,52.0,56.0
Ally Financial Inc.,Financial Services,Financial - Credit Services,US,ALLY,26.0,26.0,30.0,38.0,100.0,12.0,48.0,27.0,80.0,57.0,41.0,40.0,49.0,33.0,34.0,78.0,77.0
