Company Name,Sector,Industry,Country,Stock Symbol,Trailing Twelve Months (TTM) CFMS,Year-to-Date (YTD) CFMS,Latest Reported Quarter CFMS,2nd Latest Reported Quarter CFMS,3rd Latest Reported Quarter CFMS,4th Latest Reported Quarter CFMS,5th Latest Reported Quarter CFMS,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014
"Northern Oil and Gas, Inc.",Energy,Oil & Gas Exploration & Production,US,NOG,96.0,19.0,98.0,86.0,44.0,37.0,11.0,18.0,19.0,14.0,85.0,9.0,6.0,5.0,65.0,12.0,3.0
"Alight, Inc.",Technology,Software - Application,US,ALIT,49.0,66.0,24.0,54.0,71.0,74.0,62.0,67.0,62.0,44.0,80.0,62.0,51.0,100.0,36.0,,
Bausch Health Companies Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,CA,BHC.TO,97.0,96.0,94.0,97.0,87.0,94.0,93.0,96.0,11.0,86.0,82.0,89.0,94.0,97.0,98.0,67.0,60.0
EQB Inc.,Financial Services,Financial - Mortgages,CA,EQB.TO,46.0,95.0,85.0,43.0,21.0,64.0,97.0,95.0,38.0,96.0,90.0,92.0,24.0,96.0,24.0,97.0,21.0
"Inter Parfums, Inc.",Consumer Defensive,Household & Personal Products,US,IPAR,49.0,47.0,66.0,54.0,37.0,54.0,47.0,47.0,43.0,39.0,54.0,56.0,51.0,50.0,62.0,18.0,60.0
"Dorman Products, Inc.",Consumer Cyclical,Auto - Parts,US,DORM,62.0,69.0,55.0,71.0,73.0,68.0,68.0,70.0,48.0,56.0,63.0,55.0,48.0,57.0,57.0,58.0,48.0
"Harley-Davidson, Inc.",Consumer Cyclical,Auto - Recreational Vehicles,US,HOG,93.0,82.0,88.0,96.0,67.0,38.0,87.0,82.0,73.0,90.0,91.0,89.0,93.0,86.0,82.0,83.0,76.0
"Macy's, Inc.",Consumer Cyclical,Department Stores,US,M,75.0,69.0,19.0,29.0,98.0,13.0,27.0,64.0,96.0,64.0,78.0,86.0,91.0,88.0,74.0,75.0,84.0
AllianceBernstein Holding L.P.,Financial Services,Asset Management,US,AB,76.0,74.0,69.0,75.0,81.0,59.0,69.0,74.0,78.0,73.0,71.0,76.0,81.0,78.0,69.0,74.0,75.0
"Boot Barn Holdings, Inc.",Consumer Cyclical,Apparel - Retail,US,BOOT,41.0,60.0,32.0,49.0,38.0,78.0,64.0,38.0,51.0,76.0,27.0,63.0,60.0,80.0,29.0,35.0,42.0
Prestige Consumer Healthcare Inc.,Healthcare,Medical - Distribution,US,PBH,71.0,71.0,67.0,68.0,77.0,73.0,69.0,73.0,80.0,82.0,82.0,89.0,86.0,67.0,71.0,73.0,82.0
"ICU Medical, Inc.",Healthcare,Medical - Instruments & Supplies,US,ICUI,62.0,54.0,47.0,74.0,69.0,74.0,48.0,55.0,34.0,63.0,54.0,40.0,46.0,47.0,49.0,48.0,57.0
IAC Inc.,Communication Services,Internet Content & Information,US,IAC,69.0,47.0,66.0,71.0,69.0,53.0,41.0,47.0,32.0,46.0,46.0,93.0,81.0,93.0,62.0,94.0,96.0
"Cogent Communications Holdings, Inc.",Communication Services,Telecommunications Services,US,CCOI,27.0,34.0,26.0,26.0,41.0,25.0,25.0,34.0,62.0,59.0,56.0,59.0,59.0,56.0,53.0,52.0,44.0
"Remitly Global, Inc.",Technology,Software - Infrastructure,US,RELY,52.0,37.0,88.0,72.0,34.0,33.0,51.0,37.0,32.0,39.0,32.0,42.0,30.0,31.0,61.0,29.0,60.0
H.B. Fuller Company,Basic Materials,Chemicals - Specialty,US,FUL,71.0,69.0,61.0,56.0,53.0,82.0,69.0,69.0,59.0,59.0,77.0,81.0,76.0,54.0,68.0,77.0,23.0
Hilton Grand Vacations Inc.,Consumer Cyclical,"Gambling, Resorts & Casinos",US,HGV,80.0,65.0,64.0,77.0,44.0,88.0,63.0,66.0,87.0,57.0,50.0,55.0,19.0,81.0,62.0,59.0,81.0
Spire Inc.,Utilities,Regulated Gas,US,SR,45.0,47.0,21.0,65.0,96.0,19.0,19.0,28.0,22.0,17.0,20.0,19.0,34.0,23.0,42.0,44.0,28.0
BancFirst Corporation,Financial Services,Banks - Regional,US,BANF,81.0,70.0,89.0,72.0,79.0,59.0,68.0,70.0,75.0,76.0,62.0,75.0,64.0,69.0,67.0,76.0,78.0
The Brink's Company,Industrials,Security & Protection Services,US,BCO,68.0,86.0,43.0,26.0,55.0,94.0,84.0,86.0,84.0,82.0,66.0,64.0,71.0,48.0,49.0,78.0,43.0
"CNO Financial Group, Inc.",Financial Services,Insurance - Life,US,CNO,91.0,93.0,89.0,86.0,87.0,89.0,91.0,93.0,92.0,94.0,93.0,96.0,88.0,93.0,96.0,94.0,56.0
Tanger Inc.,Real Estate,REIT - Retail,US,SKT,71.0,75.0,79.0,68.0,53.0,75.0,59.0,75.0,79.0,80.0,88.0,91.0,85.0,81.0,66.0,72.0,70.0
TFS Financial Corporation,Financial Services,Banks - Regional,US,TFSL,63.0,44.0,40.0,83.0,61.0,54.0,48.0,53.0,51.0,52.0,55.0,52.0,56.0,50.0,43.0,47.0,51.0
"Golub Capital BDC, Inc.",Financial Services,Asset Management,US,GBDC,68.0,84.0,40.0,83.0,93.0,90.0,74.0,75.0,18.0,17.0,79.0,18.0,35.0,70.0,20.0,16.0,7.0
"Cavco Industries, Inc.",Consumer Cyclical,Residential Construction,US,CVCO,58.0,69.0,61.0,66.0,58.0,63.0,78.0,74.0,69.0,65.0,69.0,53.0,55.0,59.0,62.0,54.0,79.0
Korn Ferry,Industrials,Staffing & Employment Services,US,KFY,74.0,73.0,16.0,95.0,92.0,87.0,11.0,84.0,87.0,73.0,85.0,81.0,70.0,54.0,49.0,67.0,80.0
ATS Corporation,Industrials,Industrial - Machinery,CA,ATS.TO,38.0,37.0,29.0,33.0,45.0,66.0,39.0,46.0,63.0,74.0,29.0,65.0,49.0,85.0,46.0,64.0,62.0
"CBIZ, Inc.",Industrials,Specialty Business Services,US,CBZ,59.0,60.0,58.0,77.0,33.0,78.0,53.0,61.0,67.0,72.0,78.0,71.0,79.0,80.0,84.0,79.0,87.0
Graham Holdings Company,Consumer Defensive,Education & Training Services,US,GHC,73.0,65.0,89.0,61.0,42.0,56.0,84.0,65.0,68.0,50.0,65.0,52.0,68.0,77.0,75.0,29.0,61.0
"Eastern Bankshares, Inc.",Financial Services,Banks - Regional,US,EBC,71.0,83.0,80.0,75.0,74.0,71.0,65.0,84.0,76.0,68.0,52.0,79.0,76.0,,,,
"Kratos Defense & Security Solutions, Inc.",Industrials,Aerospace & Defense,US,KTOS,41.0,44.0,37.0,38.0,42.0,68.0,35.0,45.0,32.0,39.0,44.0,44.0,38.0,20.0,22.0,12.0,28.0
DXC Technology Company,Technology,Information Technology Services,US,DXC,90.0,93.0,71.0,64.0,20.0,97.0,79.0,91.0,83.0,26.0,97.0,76.0,78.0,75.0,56.0,93.0,96.0
"Cinemark Holdings, Inc.",Communication Services,Entertainment,US,CNK,69.0,92.0,68.0,93.0,31.0,78.0,69.0,92.0,57.0,63.0,8.0,75.0,65.0,59.0,50.0,52.0,69.0
"Banc of California, Inc.",Financial Services,Banks - Regional,US,BANC-PF,43.0,67.0,59.0,56.0,29.0,65.0,64.0,67.0,73.0,73.0,54.0,55.0,60.0,96.0,30.0,23.0,6.0
"Texas Capital Bancshares, Inc.",Financial Services,Banks - Regional,US,TCBI,90.0,82.0,93.0,49.0,80.0,89.0,77.0,82.0,65.0,95.0,99.0,18.0,10.0,52.0,10.0,50.0,74.0
Stella-Jones Inc.,Basic Materials,"Paper, Lumber & Forest Products",CA,SJ.TO,57.0,38.0,77.0,80.0,32.0,29.0,71.0,39.0,67.0,76.0,59.0,47.0,52.0,79.0,55.0,33.0,51.0
"MDU Resources Group, Inc.",Industrials,Conglomerates,US,MDU,45.0,27.0,34.0,54.0,73.0,48.0,29.0,27.0,31.0,22.0,81.0,32.0,27.0,69.0,53.0,43.0,10.0
"Tri Pointe Homes, Inc.",Consumer Cyclical,Residential Construction,US,TPH,82.0,64.0,81.0,51.0,89.0,69.0,24.0,64.0,93.0,87.0,94.0,90.0,93.0,58.0,16.0,45.0,23.0
The Simply Good Foods Company,Consumer Defensive,Packaged Foods,US,SMPL,68.0,70.0,61.0,72.0,72.0,60.0,65.0,63.0,61.0,63.0,52.0,56.0,63.0,34.0,95.0,96.0,96.0
Secure Energy Services Inc.,Industrials,Waste Management,CA,SES.TO,74.0,76.0,82.0,89.0,45.0,42.0,87.0,76.0,88.0,57.0,91.0,84.0,44.0,30.0,45.0,40.0,23.0
"Riot Blockchain, Inc.",Technology,Software - Application,US,RIOT,22.0,21.0,90.0,13.0,13.0,21.0,13.0,21.0,7.0,8.0,18.0,2.0,2.0,27.0,6.0,3.0,2.0
"Braze, Inc.",Technology,Software - Application,US,BRZE,41.0,41.0,43.0,47.0,50.0,41.0,37.0,39.0,42.0,42.0,39.0,,,,,,
CONSOL Energy Inc.,Energy,Coal,US,CEIX,84.0,94.0,81.0,72.0,74.0,88.0,81.0,95.0,93.0,95.0,93.0,94.0,97.0,93.0,98.0,96.0,98.0
Gibson Energy Inc.,Energy,Oil & Gas Midstream,CA,GEI.TO,89.0,89.0,93.0,25.0,90.0,81.0,86.0,89.0,86.0,59.0,75.0,54.0,88.0,43.0,28.0,74.0,33.0
"Immunovant, Inc.",Healthcare,Biotechnology,US,IMVT,27.0,31.0,26.0,29.0,36.0,35.0,32.0,25.0,20.0,24.0,17.0,11.0,2.0,,,,
"Alkami Technology, Inc.",Technology,Software - Application,US,ALKT,41.0,39.0,46.0,42.0,50.0,39.0,44.0,39.0,36.0,34.0,33.0,34.0,40.0,,,,
GMS Inc.,Industrials,Construction,US,GMS,80.0,81.0,33.0,91.0,84.0,85.0,40.0,91.0,73.0,75.0,96.0,96.0,65.0,59.0,68.0,56.0,49.0
"Mueller Water Products, Inc.",Industrials,Industrial - Machinery,US,MWA,65.0,67.0,69.0,80.0,42.0,77.0,69.0,55.0,46.0,64.0,61.0,44.0,60.0,32.0,68.0,58.0,84.0
"The GEO Group, Inc.",Industrials,Security & Protection Services,US,GEO,67.0,91.0,86.0,47.0,90.0,74.0,95.0,91.0,89.0,95.0,95.0,88.0,55.0,84.0,23.0,43.0,55.0
Griffon Corporation,Industrials,Conglomerates,US,GFF,77.0,79.0,64.0,85.0,61.0,85.0,82.0,93.0,54.0,74.0,82.0,81.0,24.0,80.0,46.0,40.0,54.0
"Resideo Technologies, Inc.",Industrials,Security & Protection Services,US,REZI,84.0,85.0,83.0,80.0,42.0,93.0,63.0,86.0,58.0,75.0,69.0,24.0,91.0,37.0,47.0,46.0,
Fulton Financial Corporation,Financial Services,Banks - Regional,US,FULT,68.0,86.0,22.0,95.0,93.0,24.0,95.0,86.0,93.0,86.0,69.0,58.0,82.0,80.0,64.0,72.0,83.0
"BlackLine, Inc.",Technology,Software - Application,US,BL,65.0,53.0,68.0,62.0,70.0,56.0,55.0,53.0,50.0,49.0,44.0,46.0,42.0,38.0,31.0,33.0,43.0
Payoneer Global Inc.,Technology,Software - Infrastructure,US,PAYO,63.0,68.0,75.0,65.0,73.0,72.0,59.0,68.0,59.0,42.0,34.0,27.0,37.0,,,,
"Nelnet, Inc.",Financial Services,Financial - Credit Services,US,NNI,47.0,83.0,14.0,84.0,93.0,67.0,83.0,83.0,91.0,88.0,58.0,83.0,73.0,55.0,89.0,96.0,94.0
"Amneal Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,US,AMRX,70.0,96.0,85.0,66.0,36.0,91.0,95.0,96.0,28.0,96.0,97.0,13.0,80.0,75.0,32.0,36.0,39.0
Organon & Co.,Healthcare,Drug Manufacturers - General,US,OGN,77.0,89.0,16.0,91.0,61.0,93.0,85.0,89.0,71.0,96.0,93.0,97.0,98.0,98.0,,,
Semtech Corporation,Technology,Semiconductors,US,SMTC,39.0,26.0,40.0,37.0,48.0,54.0,30.0,63.0,63.0,52.0,54.0,69.0,53.0,60.0,74.0,57.0,68.0
"Guardant Health, Inc.",Healthcare,Medical - Diagnostics & Research,US,GH,27.0,23.0,27.0,25.0,35.0,25.0,27.0,23.0,23.0,31.0,33.0,35.0,20.0,25.0,28.0,,
"Option Care Health, Inc.",Healthcare,Medical - Care Facilities,US,OPCH,77.0,66.0,75.0,87.0,36.0,50.0,55.0,67.0,65.0,62.0,58.0,45.0,21.0,27.0,4.0,4.0,18.0
"Under Armour, Inc.",Consumer Cyclical,Apparel - Manufacturers,US,UAA,80.0,69.0,81.0,19.0,97.0,52.0,32.0,32.0,72.0,51.0,58.0,71.0,35.0,35.0,27.0,41.0,42.0
ESCO Technologies Inc.,Technology,"Hardware, Equipment & Parts",US,ESE,47.0,53.0,40.0,59.0,50.0,42.0,62.0,49.0,66.0,66.0,50.0,56.0,57.0,47.0,58.0,64.0,51.0
Verra Mobility Corporation,Industrials,Industrial - Infrastructure Operations,US,VRRM,59.0,60.0,65.0,52.0,59.0,50.0,64.0,60.0,77.0,75.0,46.0,66.0,50.0,22.0,78.0,38.0,
"Fluence Energy, Inc.",Utilities,Renewable Utilities,US,FLNC,56.0,52.0,40.0,32.0,84.0,51.0,65.0,32.0,14.0,14.0,34.0,49.0,,,,,
"Allegro MicroSystems, Inc.",Technology,Semiconductors,US,ALGM,48.0,46.0,43.0,50.0,51.0,52.0,46.0,48.0,53.0,52.0,47.0,46.0,,,,,
"Warrior Met Coal, Inc.",Energy,Coal,US,HCC,45.0,70.0,28.0,54.0,52.0,70.0,59.0,71.0,97.0,95.0,52.0,98.0,98.0,98.0,23.0,16.0,77.0
Boardwalk Real Estate Investment Trust,Real Estate,REIT - Residential,CA,BEI-UN.TO,58.0,51.0,64.0,39.0,73.0,50.0,51.0,51.0,53.0,51.0,76.0,78.0,66.0,64.0,69.0,75.0,72.0
John Bean Technologies Corporation,Industrials,Industrial - Machinery,US,JBT,44.0,45.0,69.0,46.0,51.0,33.0,51.0,45.0,54.0,62.0,68.0,52.0,65.0,48.0,42.0,64.0,63.0
"Plains GP Holdings, L.P.",Energy,Oil & Gas Midstream,US,PAGP,98.0,99.0,98.0,98.0,95.0,99.0,29.0,99.0,99.0,99.0,97.0,98.0,93.0,98.0,10.0,6.0,47.0
EnerSys,Industrials,Electrical Equipment & Parts,US,ENS,66.0,81.0,43.0,37.0,85.0,76.0,72.0,66.0,34.0,77.0,72.0,65.0,63.0,72.0,86.0,60.0,61.0
"EnPro Industries, Inc.",Industrials,Industrial - Machinery,US,NPO,56.0,66.0,61.0,63.0,50.0,60.0,75.0,66.0,65.0,70.0,51.0,91.0,88.0,40.0,44.0,60.0,32.0
First Capital Real Estate Investment Trust,Real Estate,REIT - Retail,CA,FCR-UN.TO,57.0,53.0,48.0,68.0,52.0,64.0,46.0,53.0,62.0,55.0,44.0,47.0,43.0,43.0,41.0,34.0,42.0
"Apple Hospitality REIT, Inc.",Real Estate,REIT - Hotel & Motel,US,APLE,84.0,77.0,85.0,84.0,60.0,69.0,79.0,78.0,78.0,70.0,35.0,82.0,83.0,80.0,76.0,70.0,71.0
"MGE Energy, Inc.",Utilities,Diversified Utilities,US,MGEE,42.0,45.0,52.0,42.0,63.0,33.0,56.0,45.0,42.0,39.0,33.0,34.0,29.0,44.0,50.0,59.0,51.0
WD-40 Company,Basic Materials,Chemicals - Specialty,US,WDFC,51.0,52.0,51.0,53.0,58.0,54.0,61.0,56.0,46.0,54.0,50.0,52.0,49.0,49.0,52.0,57.0,55.0
Linamar Corporation,Consumer Cyclical,Auto - Parts,CA,LNR.TO,75.0,38.0,89.0,55.0,32.0,64.0,23.0,39.0,52.0,88.0,94.0,94.0,62.0,81.0,92.0,75.0,74.0
Atlantic Union Bankshares Corporation,Financial Services,Banks - Regional,US,AUB,72.0,80.0,67.0,80.0,80.0,67.0,82.0,80.0,88.0,86.0,74.0,72.0,66.0,76.0,68.0,83.0,89.0
Lightspeed Commerce Inc.,Technology,Software - Application,CA,LSPD.TO,32.0,31.0,34.0,35.0,34.0,35.0,31.0,30.0,39.0,36.0,27.0,31.0,35.0,32.0,29.0,,
ASGN Incorporated,Technology,Information Technology Services,US,ASGN,84.0,78.0,80.0,75.0,72.0,74.0,80.0,79.0,73.0,56.0,77.0,79.0,81.0,68.0,77.0,57.0,63.0
Polaris Inc.,Consumer Cyclical,Auto - Recreational Vehicles,US,PII,77.0,80.0,32.0,55.0,26.0,94.0,31.0,80.0,61.0,43.0,86.0,75.0,67.0,68.0,75.0,53.0,56.0
"ALLETE, Inc.",Utilities,Diversified Utilities,US,ALE,56.0,78.0,73.0,63.0,50.0,36.0,83.0,79.0,48.0,24.0,12.0,19.0,54.0,68.0,46.0,48.0,14.0
Newell Brands Inc.,Consumer Defensive,Household & Personal Products,US,NWL,81.0,93.0,90.0,35.0,40.0,87.0,94.0,93.0,26.0,74.0,86.0,85.0,56.0,57.0,78.0,51.0,64.0
Kinetik Holdings Inc.,Energy,Oil & Gas Midstream,US,KNTK,73.0,89.0,94.0,84.0,90.0,90.0,86.0,90.0,96.0,88.0,14.0,8.0,21.0,37.0,36.0,,
DENTSPLY SIRONA Inc.,Healthcare,Medical - Instruments & Supplies,US,XRAY,82.0,55.0,66.0,82.0,48.0,65.0,60.0,55.0,69.0,65.0,63.0,62.0,58.0,54.0,53.0,63.0,74.0
Travel + Leisure Co.,Consumer Cyclical,Travel Services,US,TNL,86.0,80.0,81.0,90.0,66.0,85.0,75.0,80.0,86.0,84.0,74.0,78.0,82.0,94.0,95.0,94.0,94.0
"CarGurus, Inc.",Communication Services,Internet Content & Information,US,CARG,53.0,55.0,66.0,68.0,63.0,36.0,54.0,55.0,88.0,55.0,60.0,49.0,46.0,44.0,39.0,39.0,
PBF Energy Inc.,Energy,Oil & Gas Refining & Marketing,US,PBF,92.0,86.0,82.0,93.0,33.0,84.0,90.0,86.0,99.0,90.0,2.0,91.0,90.0,88.0,90.0,71.0,34.0
The Wendy's Company,Consumer Cyclical,Restaurants,US,WEN,77.0,70.0,79.0,57.0,80.0,59.0,73.0,70.0,62.0,69.0,62.0,63.0,60.0,62.0,41.0,32.0,33.0
"Agilysys, Inc.",Technology,Software - Application,US,AGYS,46.0,49.0,44.0,44.0,72.0,50.0,45.0,48.0,58.0,56.0,50.0,45.0,29.0,20.0,19.0,17.0,23.0
Envista Holdings Corporation,Healthcare,Medical - Instruments & Supplies,US,NVST,76.0,66.0,67.0,82.0,65.0,73.0,64.0,67.0,55.0,67.0,61.0,80.0,76.0,80.0,82.0,,
"Nordstrom, Inc.",Consumer Cyclical,Department Stores,US,JWN,57.0,49.0,91.0,66.0,97.0,6.0,94.0,91.0,70.0,15.0,65.0,82.0,79.0,90.0,92.0,49.0,65.0
"Mirion Technologies, Inc.",Industrials,Industrial - Machinery,US,MIR,47.0,54.0,43.0,46.0,45.0,76.0,55.0,54.0,49.0,38.0,26.0,35.0,43.0,,,,
"Spirit AeroSystems Holdings, Inc.",Industrials,Aerospace & Defense,US,SPR,13.0,24.0,13.0,8.0,11.0,60.0,14.0,24.0,20.0,26.0,8.0,84.0,72.0,53.0,72.0,90.0,51.0
The Western Union Company,Financial Services,Financial - Credit Services,US,WU,86.0,89.0,84.0,31.0,71.0,88.0,85.0,89.0,74.0,86.0,74.0,76.0,71.0,76.0,79.0,82.0,86.0
Cathay General Bancorp,Financial Services,Banks - Regional,US,CATY,78.0,85.0,74.0,79.0,87.0,70.0,83.0,85.0,89.0,83.0,84.0,91.0,87.0,80.0,79.0,74.0,80.0
Ashland Inc.,Basic Materials,Chemicals - Specialty,US,ASH,79.0,74.0,56.0,74.0,57.0,81.0,59.0,49.0,31.0,79.0,48.0,51.0,50.0,61.0,86.0,47.0,90.0
Equinox Gold Corp.,Basic Materials,Gold,CA,EQX.TO,25.0,24.0,40.0,19.0,21.0,35.0,16.0,24.0,10.0,37.0,51.0,25.0,20.0,5.0,30.0,18.0,3.0
Atmus Filtration Technologies Inc.,Industrials,Industrial - Pollution & Treatment Controls,US,ATMU,49.0,73.0,65.0,50.0,41.0,61.0,75.0,73.0,76.0,82.0,81.0,41.0,,,,,
Sylvamo Corporation,Basic Materials,"Paper, Lumber & Forest Products",US,SLVM,85.0,89.0,91.0,75.0,36.0,87.0,94.0,89.0,87.0,98.0,94.0,98.0,98.0,,,,
"Rhythm Pharmaceuticals, Inc.",Healthcare,Biotechnology,US,RYTM,32.0,31.0,47.0,33.0,26.0,33.0,27.0,31.0,25.0,7.0,15.0,13.0,21.0,18.0,21.0,32.0,29.0
Hecla Mining Company,Basic Materials,Gold,US,HL,53.0,31.0,80.0,59.0,38.0,27.0,28.0,31.0,39.0,64.0,53.0,40.0,26.0,44.0,51.0,24.0,25.0
"Community Bank System, Inc.",Financial Services,Banks - Regional,US,CBU,70.0,74.0,70.0,65.0,86.0,63.0,74.0,74.0,71.0,67.0,64.0,69.0,74.0,78.0,59.0,71.0,79.0
"Walker & Dunlop, Inc.",Financial Services,Financial - Mortgages,US,WD,34.0,40.0,17.0,15.0,69.0,94.0,99.0,41.0,99.0,93.0,3.0,95.0,61.0,99.0,99.0,1.0,2.0
ACV Auctions Inc.,Consumer Cyclical,Auto - Dealerships,US,ACVA,43.0,36.0,56.0,41.0,70.0,31.0,34.0,37.0,29.0,56.0,42.0,32.0,40.0,,,,
"Lemonade, Inc.",Financial Services,Insurance - Property & Casualty,US,LMND,36.0,23.0,58.0,33.0,27.0,29.0,33.0,23.0,18.0,24.0,29.0,28.0,33.0,36.0,,,
"Kodiak Gas Services, Inc.",Energy,Oil & Gas Equipment & Services,US,KGS,37.0,54.0,27.0,46.0,44.0,62.0,73.0,55.0,36.0,64.0,23.0,,,,,,
"CleanSpark, Inc.",Financial Services,Financial - Capital Markets,US,CLSKW,40.0,,,,,,,,,,,,,,,,
"DigitalOcean Holdings, Inc.",Technology,Software - Infrastructure,US,DOCN,73.0,56.0,82.0,62.0,61.0,55.0,63.0,57.0,59.0,46.0,33.0,35.0,36.0,,,,
"Acadia Healthcare Company, Inc.",Healthcare,Medical - Care Facilities,US,ACHC,21.0,45.0,35.0,47.0,16.0,39.0,45.0,45.0,52.0,56.0,80.0,50.0,55.0,63.0,45.0,33.0,41.0
CT Real Estate Investment Trust,Real Estate,REIT - Retail,CA,CRT-UN.TO,86.0,84.0,76.0,90.0,95.0,90.0,90.0,85.0,94.0,94.0,92.0,95.0,78.0,88.0,81.0,86.0,88.0
"Avis Budget Group, Inc.",Industrials,Rental & Leasing Services,US,CAR,93.0,4.0,99.0,2.0,6.0,4.0,3.0,3.0,75.0,11.0,99.0,26.0,8.0,93.0,92.0,55.0,53.0
"Alliance Resource Partners, L.P.",Energy,Coal,US,ARLP,84.0,92.0,77.0,84.0,87.0,77.0,82.0,92.0,92.0,93.0,97.0,92.0,94.0,96.0,98.0,99.0,93.0
JFrog Ltd.,Technology,Software - Application,US,FROG,53.0,50.0,53.0,49.0,56.0,55.0,55.0,50.0,51.0,48.0,46.0,43.0,41.0,,,,
ZoomInfo Technologies Inc.,Technology,Software - Application,US,ZI,84.0,67.0,58.0,77.0,76.0,66.0,58.0,67.0,60.0,54.0,50.0,46.0,44.0,,,,
"Power Integrations, Inc.",Technology,Semiconductors,US,POWI,48.0,46.0,51.0,48.0,55.0,46.0,49.0,47.0,65.0,60.0,47.0,76.0,55.0,50.0,59.0,63.0,61.0
ABM Industries Incorporated,Industrials,Specialty Business Services,US,ABM,77.0,73.0,66.0,86.0,43.0,86.0,85.0,73.0,42.0,81.0,90.0,82.0,89.0,29.0,45.0,76.0,70.0
"National Health Investors, Inc.",Real Estate,REIT - Healthcare Facilities,US,NHI,69.0,74.0,59.0,73.0,74.0,72.0,70.0,74.0,76.0,78.0,71.0,74.0,49.0,43.0,19.0,48.0,12.0
Premium Brands Holdings Corporation,Consumer Defensive,Packaged Foods,CA,PBH.TO,34.0,45.0,48.0,51.0,33.0,32.0,79.0,46.0,36.0,36.0,57.0,53.0,52.0,42.0,66.0,57.0,24.0
"First Interstate BancSystem, Inc.",Financial Services,Banks - Regional,US,FIBK,80.0,86.0,77.0,80.0,86.0,68.0,86.0,87.0,86.0,85.0,78.0,63.0,84.0,71.0,68.0,80.0,89.0
Terex Corporation,Industrials,Agricultural - Machinery,US,TEX,68.0,77.0,73.0,62.0,34.0,81.0,75.0,78.0,68.0,77.0,70.0,57.0,37.0,51.0,83.0,67.0,89.0
"The Boston Beer Company, Inc.",Consumer Defensive,Beverages - Alcoholic,US,SAM,65.0,63.0,76.0,74.0,43.0,49.0,73.0,64.0,58.0,36.0,46.0,51.0,58.0,64.0,63.0,54.0,37.0
Sotera Health Company,Healthcare,Medical - Diagnostics & Research,US,SHC,49.0,27.0,59.0,40.0,40.0,57.0,39.0,28.0,64.0,58.0,46.0,48.0,44.0,,,,
Dream Industrial Real Estate Investment Trust,Real Estate,REIT - Industrial,CA,DIR-UN.TO,55.0,54.0,50.0,61.0,58.0,51.0,49.0,54.0,56.0,61.0,67.0,63.0,72.0,83.0,71.0,89.0,86.0
COPT Defense Properties,Real Estate,REIT - Office,US,CDP,72.0,78.0,66.0,77.0,77.0,71.0,72.0,78.0,76.0,76.0,71.0,74.0,100.0,100.0,0.0,73.0,82.0
"ImmunityBio, Inc.",Healthcare,Biotechnology,US,IBRX,22.0,20.0,20.0,27.0,26.0,22.0,10.0,20.0,17.0,16.0,26.0,16.0,3.0,8.0,16.0,29.0,39.0
UniFirst Corporation,Industrials,Specialty Business Services,US,UNF,59.0,59.0,67.0,64.0,66.0,46.0,53.0,48.0,43.0,53.0,63.0,65.0,55.0,60.0,58.0,69.0,70.0
"Telephone and Data Systems, Inc.",Communication Services,Telecommunications Services,US,TDS,49.0,25.0,81.0,95.0,37.0,13.0,88.0,25.0,9.0,33.0,74.0,52.0,72.0,53.0,60.0,35.0,14.0
"Envestnet, Inc.",Technology,Software - Application,US,ENV,73.0,46.0,75.0,78.0,52.0,67.0,50.0,46.0,46.0,59.0,52.0,50.0,55.0,59.0,54.0,42.0,53.0
"First Hawaiian, Inc.",Financial Services,Banks - Regional,US,FHB,73.0,76.0,72.0,80.0,81.0,59.0,55.0,76.0,85.0,85.0,67.0,77.0,83.0,76.0,58.0,55.0,75.0
Denali Therapeutics Inc.,Healthcare,Biotechnology,US,DNLI,23.0,22.0,30.0,26.0,23.0,23.0,24.0,22.0,30.0,28.0,62.0,17.0,51.0,5.0,3.0,8.0,
Crescent Energy Company,Energy,Oil & Gas Exploration & Production,US,CRGY,95.0,9.0,99.0,96.0,72.0,36.0,5.0,9.0,26.0,34.0,96.0,95.0,2.0,,,,
NorthWestern Corporation,Utilities,Diversified Utilities,US,NWE,30.0,35.0,32.0,27.0,76.0,24.0,38.0,36.0,31.0,22.0,30.0,37.0,55.0,47.0,37.0,48.0,34.0
WSFS Financial Corporation,Financial Services,Banks - Regional,US,WSFS,61.0,76.0,39.0,82.0,90.0,28.0,93.0,76.0,90.0,69.0,44.0,59.0,85.0,83.0,64.0,74.0,85.0
"Oscar Health, Inc.",Healthcare,Medical - Healthcare Plans,US,OSCR,96.0,21.0,12.0,97.0,98.0,97.0,1.0,21.0,99.0,14.0,53.0,30.0,,,,,
CI Financial Corp.,Financial Services,Asset Management,CA,CIX.TO,79.0,90.0,86.0,93.0,77.0,71.0,80.0,90.0,91.0,87.0,88.0,87.0,89.0,81.0,81.0,77.0,81.0
"Powell Industries, Inc.",Industrials,Electrical Equipment & Parts,US,POWL,55.0,58.0,40.0,55.0,68.0,93.0,92.0,93.0,38.0,17.0,94.0,91.0,20.0,88.0,93.0,22.0,32.0
"Apellis Pharmaceuticals, Inc.",Healthcare,Biotechnology,US,APLS,29.0,27.0,54.0,41.0,33.0,31.0,22.0,27.0,27.0,14.0,25.0,16.0,13.0,11.0,15.0,20.0,26.0
