Company Name,Sector,Industry,Country,Stock Symbol,Trailing Twelve Months (TTM) CFMS,Year-to-Date (YTD) CFMS,Latest Reported Quarter CFMS,2nd Latest Reported Quarter CFMS,3rd Latest Reported Quarter CFMS,4th Latest Reported Quarter CFMS,5th Latest Reported Quarter CFMS,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014
Snap-on Incorporated,Industrials,Manufacturing - Tools & Accessories,US,SNA,60.0,60.0,58.0,60.0,68.0,62.0,59.0,60.0,43.0,63.0,73.0,53.0,55.0,52.0,49.0,50.0,46.0
The Carlyle Group Inc.,Financial Services,Asset Management,US,CG,97.0,16.0,62.0,76.0,61.0,19.0,96.0,16.0,13.0,36.0,17.0,27.0,6.0,18.0,1.0,0.0,99.0
"Ryan Specialty Holdings, Inc.",Financial Services,Insurance - Specialty,US,RYAN,92.0,96.0,93.0,93.0,4.0,96.0,1.0,96.0,84.0,93.0,79.0,83.0,,,,,
"SS&C Technologies Holdings, Inc.",Technology,Software - Application,US,SSNC,76.0,78.0,75.0,79.0,63.0,75.0,67.0,79.0,80.0,79.0,78.0,89.0,95.0,63.0,88.0,94.0,75.0
"Best Buy Co., Inc.",Consumer Cyclical,Specialty Retail,US,BBY,67.0,61.0,15.0,83.0,35.0,90.0,34.0,64.0,70.0,88.0,74.0,73.0,80.0,79.0,63.0,68.0,77.0
Loews Corporation,Financial Services,Insurance - Property & Casualty,US,L,77.0,86.0,83.0,80.0,76.0,60.0,92.0,86.0,93.0,77.0,11.0,77.0,96.0,81.0,90.0,98.0,94.0
"Mid-America Apartment Communities, Inc.",Real Estate,REIT - Residential,US,MAA,80.0,79.0,82.0,88.0,70.0,71.0,83.0,79.0,78.0,77.0,89.0,82.0,90.0,78.0,80.0,63.0,84.0
"Alexandria Real Estate Equities, Inc.",Real Estate,REIT - Office,US,ARE,80.0,98.0,84.0,96.0,79.0,61.0,98.0,98.0,87.0,86.0,71.0,91.0,55.0,85.0,3.0,82.0,89.0
FactSet Research Systems Inc.,Financial Services,Financial - Data & Stock Exchanges,US,FDS,65.0,65.0,72.0,69.0,59.0,59.0,79.0,67.0,71.0,70.0,68.0,61.0,67.0,57.0,47.0,59.0,57.0
Insulet Corporation,Healthcare,Medical - Devices,US,PODD,46.0,41.0,62.0,37.0,76.0,39.0,57.0,40.0,99.0,4.0,98.0,97.0,98.0,8.0,14.0,25.0,17.0
Gen Digital Inc.,Technology,Software - Infrastructure,US,GEN,89.0,88.0,55.0,68.0,97.0,78.0,48.0,35.0,65.0,67.0,11.0,100.0,42.0,79.0,27.0,66.0,63.0
"J.B. Hunt Transport Services, Inc.",Industrials,Integrated Freight & Logistics,US,JBHT,82.0,83.0,78.0,83.0,89.0,67.0,78.0,84.0,81.0,75.0,82.0,81.0,82.0,57.0,76.0,78.0,71.0
Quest Diagnostics Incorporated,Healthcare,Medical - Diagnostics & Research,US,DGX,73.0,69.0,68.0,70.0,49.0,82.0,51.0,69.0,81.0,62.0,69.0,68.0,72.0,66.0,69.0,54.0,70.0
"Hologic, Inc.",Healthcare,Medical - Instruments & Supplies,US,HOLX,72.0,72.0,75.0,78.0,76.0,55.0,83.0,83.0,78.0,66.0,51.0,1.0,3.0,19.0,81.0,95.0,99.0
Ball Corporation,Consumer Cyclical,Packaging & Containers,US,BALL,13.0,85.0,85.0,71.0,66.0,90.0,88.0,85.0,29.0,82.0,84.0,87.0,90.0,91.0,37.0,90.0,79.0
Power Financial Corporation,Financial Services,Insurance - Life,CA,PWF-PZ.TO,,,,,,,,,,,,,88.0,91.0,89.0,81.0,
FTAI Aviation Ltd.,Industrials,Rental & Leasing Services,US,FTAI,3.0,35.0,41.0,50.0,25.0,30.0,66.0,34.0,23.0,23.0,16.0,59.0,99.0,100.0,8.0,8.0,5.0
"Corebridge Financial, Inc.",Financial Services,Asset Management,US,CRBG,11.0,87.0,25.0,24.0,45.0,17.0,36.0,87.0,27.0,27.0,91.0,96.0,1.0,,,,
Snap Inc.,Communication Services,Internet Content & Information,US,SNAP,16.0,18.0,16.0,27.0,21.0,16.0,23.0,18.0,16.0,12.0,30.0,27.0,31.0,23.0,54.0,42.0,
Algonquin Power & Utilities Cor,Utilities,Regulated Electric,US,AQNB,8.0,99.0,16.0,63.0,16.0,15.0,36.0,99.0,5.0,36.0,42.0,59.0,88.0,82.0,79.0,80.0,93.0
"VeriSign, Inc.",Technology,Software - Infrastructure,US,VRSN,56.0,57.0,62.0,48.0,68.0,50.0,62.0,57.0,67.0,59.0,55.0,62.0,58.0,67.0,65.0,73.0,70.0
Magna International Inc.,Consumer Cyclical,Auto - Parts,CA,MG.TO,87.0,85.0,67.0,80.0,99.0,92.0,74.0,85.0,92.0,81.0,92.0,82.0,72.0,66.0,69.0,55.0,65.0
NiSource Inc.,Utilities,Regulated Gas,US,NI,80.0,85.0,91.0,93.0,66.0,71.0,89.0,86.0,80.0,83.0,0.0,92.0,2.0,95.0,82.0,94.0,83.0
Brookfield Finance Inc. 4.625% ,Financial Services,Financial - Credit Services,US,BNH,,,,,,,,,,,,,,,,,
Brookfield Finance Inc. 4.50% P,Financial Services,Investment - Banking & Investment Services,US,BNJ,,,,,,,,,,,,,,,,,
Ritchie Bros. Auctioneers Incorporated,Industrials,Specialty Business Services,CA,RBA,89.0,85.0,93.0,86.0,64.0,90.0,79.0,85.0,74.0,88.0,71.0,82.0,58.0,76.0,75.0,65.0,69.0
RPM International Inc.,Basic Materials,Chemicals - Specialty,US,RPM,72.0,77.0,58.0,56.0,86.0,83.0,71.0,62.0,28.0,74.0,77.0,58.0,57.0,80.0,59.0,63.0,46.0
TFI International Inc.,Industrials,Trucking,CA,TFII.TO,82.0,78.0,83.0,79.0,80.0,79.0,75.0,79.0,65.0,62.0,82.0,80.0,77.0,78.0,32.0,84.0,82.0
Trimble Inc.,Technology,"Hardware, Equipment & Parts",US,TRMB,32.0,77.0,79.0,27.0,91.0,70.0,74.0,78.0,50.0,74.0,75.0,59.0,74.0,89.0,88.0,87.0,75.0
"Comfort Systems USA, Inc.",Industrials,Engineering & Construction,US,FIX,74.0,78.0,76.0,67.0,72.0,74.0,75.0,78.0,67.0,66.0,78.0,63.0,62.0,79.0,61.0,77.0,74.0
"XPO Logistics, Inc.",Industrials,Integrated Freight & Logistics,US,XPO,82.0,90.0,83.0,66.0,80.0,89.0,83.0,90.0,94.0,83.0,96.0,77.0,85.0,82.0,97.0,16.0,27.0
"Super Micro Computer, Inc.",Technology,Computer Hardware,US,SMCI,8.0,8.0,11.0,6.0,10.0,72.0,23.0,57.0,8.0,61.0,19.0,91.0,76.0,8.0,64.0,16.0,22.0
Molson Coors Canada Inc.,Consumer Defensive,Beverages - Alcoholic,CA,TPX-B.TO,78.0,81.0,82.0,78.0,29.0,90.0,69.0,81.0,2.0,74.0,10.0,96.0,80.0,60.0,33.0,76.0,83.0
"Burlington Stores, Inc.",Consumer Cyclical,Apparel - Retail,US,BURL,80.0,85.0,67.0,78.0,32.0,97.0,95.0,85.0,83.0,10.0,78.0,71.0,71.0,86.0,79.0,93.0,99.0
Kinross Gold Corporation,Basic Materials,Gold,CA,K.TO,85.0,91.0,74.0,85.0,87.0,93.0,88.0,91.0,99.0,95.0,70.0,74.0,1.0,80.0,2.0,13.0,13.0
News Corporation,Communication Services,Entertainment,US,NWSA,82.0,91.0,34.0,92.0,98.0,79.0,9.0,96.0,85.0,92.0,17.0,92.0,14.0,12.0,94.0,3.0,90.0
IDEX Corporation,Industrials,Industrial - Machinery,US,IEX,68.0,62.0,71.0,54.0,68.0,74.0,57.0,62.0,56.0,66.0,71.0,63.0,57.0,59.0,63.0,59.0,60.0
"Teradyne, Inc.",Technology,Semiconductors,US,TER,63.0,65.0,60.0,61.0,29.0,77.0,63.0,65.0,47.0,61.0,63.0,62.0,53.0,83.0,2.0,77.0,95.0
Reliance Steel & Aluminum Co.,Basic Materials,Steel,US,RS,68.0,64.0,79.0,66.0,37.0,75.0,68.0,64.0,65.0,35.0,89.0,77.0,53.0,34.0,77.0,89.0,47.0
Genuine Parts Company,Consumer Cyclical,Specialty Retail,US,GPC,66.0,59.0,77.0,56.0,67.0,61.0,71.0,59.0,68.0,70.0,98.0,68.0,67.0,60.0,61.0,70.0,53.0
KKR Group Finance Co. IX LLC 4.,Financial Services,Financial - Credit Services,US,KKRS,76.0,16.0,26.0,90.0,88.0,76.0,62.0,15.0,95.0,12.0,12.0,10.0,3.0,5.0,3.0,40.0,89.0
"Align Technology, Inc.",Healthcare,Medical - Devices,US,ALGN,60.0,75.0,78.0,72.0,33.0,38.0,78.0,75.0,77.0,74.0,35.0,74.0,66.0,76.0,59.0,71.0,67.0
Ovintiv Inc.,Energy,Oil & Gas Exploration & Production,US,OVV.TO,78.0,79.0,76.0,86.0,79.0,70.0,77.0,79.0,61.0,84.0,19.0,98.0,81.0,58.0,13.0,17.0,39.0
Owens Corning,Industrials,Construction,US,OC,76.0,69.0,77.0,73.0,28.0,91.0,75.0,69.0,73.0,73.0,7.0,86.0,68.0,90.0,82.0,80.0,76.0
"Molina Healthcare, Inc.",Healthcare,Medical - Healthcare Plans,US,MOH,27.0,70.0,82.0,15.0,46.0,7.0,89.0,71.0,57.0,90.0,86.0,35.0,14.0,8.0,100.0,96.0,99.0
Masco Corporation,Industrials,Construction,US,MAS,67.0,71.0,80.0,66.0,19.0,81.0,73.0,71.0,58.0,84.0,63.0,62.0,66.0,63.0,64.0,77.0,36.0
"Pure Storage, Inc.",Technology,Computer Hardware,US,PSTG,94.0,97.0,93.0,4.0,90.0,78.0,2.0,97.0,5.0,11.0,14.0,12.0,14.0,20.0,21.0,40.0,42.0
"Expeditors International of Washington, Inc.",Industrials,Integrated Freight & Logistics,US,EXPD,50.0,68.0,38.0,45.0,73.0,58.0,58.0,68.0,77.0,37.0,58.0,65.0,47.0,50.0,56.0,58.0,50.0
Baxter International Inc.,Healthcare,Medical - Instruments & Supplies,US,BAX,96.0,39.0,72.0,18.0,92.0,78.0,28.0,38.0,12.0,78.0,75.0,81.0,62.0,84.0,27.0,72.0,59.0
Jacobs Engineering Group Inc.,Industrials,Engineering & Construction,US,J,65.0,65.0,43.0,87.0,21.0,80.0,65.0,69.0,43.0,74.0,80.0,10.0,86.0,77.0,89.0,69.0,79.0
Hormel Foods Corporation,Consumer Defensive,Packaged Foods,US,HRL,72.0,72.0,26.0,61.0,61.0,76.0,74.0,66.0,64.0,61.0,66.0,52.0,59.0,56.0,52.0,65.0,56.0
"Guidewire Software, Inc.",Technology,Software - Application,US,GWRE,1.0,1.0,7.0,1.0,39.0,8.0,4.0,16.0,24.0,7.0,5.0,95.0,3.0,95.0,95.0,95.0,94.0
Westlake Corporation,Basic Materials,Chemicals - Specialty,US,WLK,98.0,93.0,90.0,46.0,57.0,13.0,79.0,93.0,76.0,64.0,91.0,89.0,67.0,56.0,77.0,71.0,67.0
"Manhattan Associates, Inc.",Technology,Software - Application,US,MANH,64.0,67.0,56.0,66.0,59.0,73.0,60.0,68.0,72.0,77.0,73.0,75.0,63.0,63.0,52.0,55.0,54.0
"Fidelity National Financial, Inc.",Financial Services,Insurance - Specialty,US,FNF,0.0,98.0,6.0,92.0,95.0,1.0,80.0,98.0,92.0,72.0,63.0,57.0,69.0,48.0,72.0,73.0,47.0
Brookfield BRP Holdings (Canada,Real Estate,Real Estate - Development,US,BEPH,,1.0,5.0,7.0,5.0,97.0,2.0,1.0,98.0,1.0,1.0,99.0,99.0,0.0,1.0,100.0,98.0
"CAVA Group, Inc.",Consumer Cyclical,Restaurants,US,CAVA,86.0,96.0,80.0,82.0,85.0,97.0,89.0,96.0,17.0,17.0,,,,,,,
"Astera Labs, Inc. Common Stock",Technology,Semiconductors,US,ALAB,11.0,34.0,3.0,6.0,25.0,59.0,24.0,33.0,37.0,,,,,,,,
"DICK'S Sporting Goods, Inc.",Consumer Cyclical,Specialty Retail,US,DKS,64.0,69.0,32.0,67.0,49.0,88.0,32.0,50.0,61.0,89.0,68.0,82.0,83.0,84.0,75.0,73.0,55.0
United Therapeutics Corporation,Healthcare,Biotechnology,US,UTHR,56.0,56.0,61.0,50.0,66.0,48.0,62.0,56.0,62.0,66.0,71.0,79.0,63.0,54.0,45.0,34.0,50.0
"Sun Communities, Inc.",Real Estate,REIT - Residential,US,SUI,90.0,5.0,45.0,94.0,3.0,11.0,64.0,5.0,91.0,82.0,92.0,88.0,90.0,90.0,97.0,56.0,94.0
"Coherent, Inc.",Technology,"Hardware, Equipment & Parts",US,COHR,0.0,8.0,100.0,7.0,3.0,8.0,7.0,7.0,80.0,81.0,5.0,73.0,76.0,58.0,74.0,77.0,83.0
"SoFi Technologies, Inc.",Financial Services,Financial - Credit Services,US,SOFI,4.0,99.0,2.0,21.0,27.0,90.0,96.0,99.0,99.0,89.0,81.0,26.0,5.0,67.0,,,
"DocuSign, Inc.",Technology,Software - Application,US,DOCU,56.0,98.0,35.0,94.0,96.0,94.0,99.0,4.0,3.0,9.0,17.0,18.0,10.0,20.0,32.0,,
Dollar General Corporation,Consumer Defensive,Discount Stores,US,DG,81.0,69.0,66.0,84.0,75.0,86.0,67.0,47.0,66.0,72.0,67.0,66.0,58.0,59.0,54.0,58.0,55.0
Alliant Energy Corporation,Utilities,Regulated Electric,US,LNT,74.0,63.0,61.0,85.0,78.0,76.0,60.0,63.0,41.0,50.0,51.0,61.0,51.0,79.0,80.0,80.0,80.0
Warner Music Group Corp.,Communication Services,Entertainment,US,WMG,52.0,75.0,,66.0,20.0,74.0,77.0,72.0,71.0,83.0,13.0,71.0,66.0,91.0,98.0,7.0,15.0
Avery Dennison Corporation,Industrials,Business Equipment & Supplies,US,AVY,66.0,73.0,67.0,60.0,46.0,78.0,78.0,73.0,69.0,71.0,68.0,85.0,50.0,82.0,73.0,72.0,66.0
ARC Resources Ltd.,Energy,Oil & Gas Exploration & Production,CA,ARX.TO,77.0,70.0,68.0,80.0,89.0,67.0,81.0,70.0,79.0,87.0,12.0,1.0,92.0,72.0,88.0,8.0,88.0
Marathon Oil Corporation,Energy,Oil & Gas Exploration & Production,US,MRO,87.0,85.0,90.0,86.0,84.0,82.0,78.0,85.0,75.0,91.0,13.0,95.0,88.0,14.0,14.0,14.0,73.0
"Ulta Beauty, Inc.",Consumer Cyclical,Specialty Retail,US,ULTA,61.0,61.0,26.0,42.0,36.0,90.0,19.0,62.0,61.0,94.0,72.0,69.0,66.0,67.0,54.0,68.0,69.0
"Entegris, Inc.",Technology,Semiconductors,US,ENTG,84.0,89.0,81.0,72.0,88.0,88.0,94.0,89.0,79.0,57.0,71.0,70.0,62.0,90.0,78.0,67.0,99.0
US Foods Holding Corp.,Consumer Defensive,Food Distribution,US,USFD,77.0,82.0,73.0,81.0,76.0,67.0,84.0,82.0,90.0,87.0,9.0,79.0,69.0,71.0,85.0,89.0,4.0
Viatris Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,US,VTRS,6.0,99.0,95.0,12.0,93.0,17.0,80.0,99.0,73.0,6.0,9.0,100.0,96.0,87.0,92.0,82.0,52.0
First Quantum Minerals Ltd.,Basic Materials,Copper,CA,FM.TO,15.0,9.0,80.0,3.0,8.0,31.0,72.0,9.0,86.0,91.0,3.0,1.0,93.0,5.0,1.0,7.0,44.0
Jefferies Financial Group Inc.,Financial Services,Financial - Capital Markets,US,JEF,10.0,3.0,7.0,33.0,14.0,17.0,6.0,3.0,86.0,55.0,86.0,12.0,13.0,95.0,93.0,7.0,5.0
"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,US,CF,78.0,76.0,87.0,61.0,82.0,73.0,88.0,76.0,65.0,85.0,87.0,89.0,94.0,93.0,7.0,72.0,49.0
"Aspen Technology, Inc.",Technology,Software - Application,US,AZPN,3.0,1.0,31.0,88.0,100.0,12.0,16.0,6.0,95.0,50.0,62.0,50.0,66.0,54.0,52.0,70.0,81.0
"Dynatrace, Inc.",Technology,Software - Application,US,DT,85.0,84.0,41.0,94.0,89.0,73.0,56.0,89.0,94.0,89.0,33.0,10.0,98.0,100.0,,,
Twilio Inc.,Communication Services,Internet Content & Information,US,TWLO,8.0,15.0,2.0,4.0,7.0,17.0,10.0,15.0,24.0,21.0,23.0,20.0,18.0,20.0,17.0,33.0,34.0
Textron Inc.,Industrials,Aerospace & Defense,US,TXT,64.0,67.0,54.0,67.0,25.0,83.0,53.0,67.0,80.0,83.0,84.0,63.0,47.0,88.0,49.0,68.0,77.0
"Casey's General Stores, Inc.",Consumer Cyclical,Specialty Retail,US,CASY,76.0,76.0,68.0,87.0,70.0,70.0,63.0,78.0,86.0,87.0,78.0,86.0,63.0,84.0,77.0,76.0,81.0
"Domino's Pizza, Inc.",Consumer Cyclical,Restaurants,US,DPZ,58.0,61.0,60.0,59.0,58.0,61.0,60.0,60.0,60.0,67.0,65.0,63.0,55.0,57.0,60.0,67.0,55.0
"Toll Brothers, Inc.",Consumer Cyclical,Residential Construction,US,TOL,40.0,53.0,39.0,55.0,13.0,66.0,62.0,52.0,45.0,75.0,82.0,41.0,42.0,73.0,29.0,25.0,46.0
Emera Incorporated,Utilities,Regulated Electric,CA,EMA-PC.TO,89.0,80.0,98.0,91.0,84.0,63.0,96.0,81.0,53.0,83.0,74.0,81.0,82.0,92.0,92.0,69.0,72.0
"Healthpeak Properties, Inc.",Real Estate,REIT - Healthcare Facilities,US,DOC,91.0,88.0,88.0,80.0,99.0,99.0,92.0,88.0,96.0,97.0,99.0,99.0,91.0,93.0,92.0,94.0,6.0
Graco Inc.,Industrials,Industrial - Machinery,US,GGG,62.0,65.0,66.0,58.0,57.0,68.0,68.0,65.0,48.0,59.0,65.0,62.0,54.0,61.0,95.0,33.0,51.0
"Reinsurance Group of America, Incorporated",Financial Services,Insurance - Reinsurance,US,RGA,97.0,93.0,94.0,92.0,99.0,94.0,87.0,93.0,89.0,96.0,96.0,86.0,81.0,53.0,77.0,92.0,90.0
AECOM,Industrials,Engineering & Construction,US,ACM,79.0,79.0,71.0,79.0,100.0,69.0,97.0,98.0,80.0,84.0,76.0,5.0,95.0,79.0,97.0,4.0,68.0
"Duolingo, Inc.",Technology,Software - Application,US,DUOL,86.0,97.0,80.0,83.0,88.0,89.0,97.0,97.0,10.0,17.0,12.0,19.0,,,,,
Hyatt Hotels Corporation,Consumer Cyclical,Travel Lodging,US,H,39.0,90.0,25.0,37.0,38.0,97.0,34.0,90.0,75.0,8.0,54.0,33.0,29.0,83.0,82.0,92.0,62.0
Celestica Inc.,Technology,"Hardware, Equipment & Parts",CA,CLS.TO,65.0,75.0,68.0,57.0,64.0,70.0,58.0,75.0,84.0,84.0,91.0,94.0,26.0,57.0,58.0,87.0,80.0
"Evergy, Inc.",Utilities,Regulated Electric,US,EVRG,82.0,86.0,76.0,70.0,85.0,94.0,79.0,86.0,87.0,74.0,86.0,63.0,87.0,86.0,81.0,83.0,85.0
"East West Bancorp, Inc.",Financial Services,Banks - Diversified,US,EWBC,66.0,63.0,63.0,53.0,56.0,80.0,63.0,63.0,81.0,69.0,66.0,59.0,61.0,63.0,64.0,58.0,54.0
"UDR, Inc.",Real Estate,REIT - Residential,US,UDR,95.0,77.0,96.0,96.0,91.0,93.0,94.0,77.0,97.0,94.0,97.0,90.0,87.0,93.0,73.0,60.0,84.0
Jabil Inc.,Technology,"Hardware, Equipment & Parts",US,JBL,63.0,64.0,89.0,90.0,32.0,79.0,91.0,81.0,79.0,83.0,99.0,93.0,98.0,97.0,90.0,92.0,78.0
"Moderna, Inc.",Healthcare,Biotechnology,US,MRNA,69.0,39.0,1.0,56.0,51.0,83.0,35.0,39.0,36.0,62.0,7.0,49.0,44.0,60.0,16.0,,
Nordson Corporation,Industrials,Industrial - Machinery,US,NDSN,65.0,66.0,66.0,58.0,74.0,65.0,66.0,66.0,58.0,65.0,79.0,60.0,64.0,56.0,56.0,59.0,55.0
"Equitable Holdings, Inc.",Financial Services,Insurance - Diversified,US,EQH,6.0,19.0,6.0,68.0,33.0,46.0,34.0,19.0,13.0,99.0,29.0,24.0,20.0,56.0,17.0,15.0,15.0
"Chewy, Inc.",Consumer Cyclical,Specialty Retail,US,CHWY,67.0,98.0,44.0,75.0,83.0,8.0,89.0,96.0,6.0,8.0,21.0,22.0,24.0,18.0,,,
BIP Bermuda Holdings I Limited ,Industrials,Specialty Business Services,US,BIPI,,,,,,,,,,,,,,,,,
"Saia, Inc.",Industrials,Trucking,US,SAIA,71.0,73.0,75.0,64.0,65.0,74.0,62.0,73.0,71.0,74.0,82.0,84.0,84.0,73.0,88.0,84.0,76.0
"Sprouts Farmers Market, Inc.",Consumer Defensive,Grocery Stores,US,SFM,73.0,76.0,79.0,55.0,78.0,62.0,71.0,76.0,73.0,73.0,75.0,84.0,77.0,77.0,77.0,75.0,70.0
"Morningstar, Inc.",Financial Services,Financial - Data & Stock Exchanges,US,MORN,75.0,82.0,69.0,80.0,72.0,74.0,87.0,82.0,94.0,85.0,75.0,82.0,74.0,74.0,60.0,74.0,71.0
"Bentley Systems, Incorporated",Technology,Software - Application,US,BSY,62.0,65.0,75.0,52.0,86.0,40.0,64.0,65.0,77.0,90.0,80.0,74.0,56.0,,,,
"Western Midstream Partners, LP",Energy,Oil & Gas Midstream,US,WES,67.0,73.0,74.0,73.0,47.0,72.0,65.0,73.0,73.0,81.0,88.0,78.0,87.0,83.0,85.0,96.0,83.0
"Lineage, Inc.",Real Estate,REIT - Industrial,US,LINE,13.0,8.0,20.0,9.0,1.0,17.0,4.0,8.0,2.0,6.0,9.0,37.0,15.0,15.0,5.0,9.0,12.0
"F5, Inc.",Technology,Software - Infrastructure,US,FFIV,69.0,68.0,72.0,60.0,78.0,64.0,61.0,74.0,72.0,82.0,81.0,75.0,74.0,73.0,76.0,76.0,73.0
"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,US,DLTR,6.0,6.0,93.0,58.0,19.0,93.0,81.0,56.0,62.0,82.0,82.0,11.0,46.0,75.0,86.0,65.0,60.0
Ares Capital Corporation,Financial Services,Asset Management,US,ARCC,16.0,30.0,12.0,56.0,24.0,15.0,26.0,29.0,6.0,8.0,12.0,9.0,27.0,5.0,64.0,48.0,11.0
Tenet Healthcare Corporation,Healthcare,Medical - Care Facilities,US,THC,57.0,91.0,78.0,85.0,33.0,86.0,92.0,91.0,62.0,61.0,93.0,97.0,97.0,7.0,6.0,3.0,100.0
"SharkNinja, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",US,SN,33.0,74.0,23.0,13.0,37.0,88.0,4.0,74.0,65.0,41.0,56.0,,,,,,
"Avangrid, Inc.",Utilities,Regulated Electric,US,AGR,56.0,62.0,67.0,85.0,38.0,39.0,35.0,62.0,66.0,84.0,82.0,83.0,88.0,93.0,83.0,94.0,91.0
Curtiss-Wright Corporation,Industrials,Aerospace & Defense,US,CW,65.0,64.0,69.0,61.0,18.0,80.0,66.0,64.0,59.0,73.0,67.0,67.0,60.0,74.0,80.0,54.0,87.0
"EPAM Systems, Inc.",Technology,Information Technology Services,US,EPAM,58.0,67.0,72.0,40.0,63.0,40.0,77.0,67.0,63.0,65.0,74.0,59.0,60.0,85.0,69.0,47.0,66.0
"Gaming and Leisure Properties, Inc.",Real Estate,REIT - Specialty,US,GLPI,66.0,67.0,67.0,63.0,72.0,65.0,64.0,67.0,71.0,74.0,53.0,78.0,78.0,69.0,73.0,84.0,66.0
American Homes 4 Rent,Real Estate,REIT - Residential,US,AMH,84.0,78.0,85.0,90.0,77.0,71.0,82.0,78.0,93.0,97.0,98.0,99.0,91.0,94.0,99.0,6.0,6.0
Pool Corporation,Industrials,Industrial - Distribution,US,POOL,68.0,74.0,80.0,28.0,78.0,82.0,82.0,74.0,39.0,32.0,63.0,60.0,31.0,47.0,53.0,55.0,53.0
"Avantor, Inc.",Basic Materials,Chemicals - Specialty,US,AVTR,86.0,86.0,90.0,86.0,82.0,81.0,76.0,86.0,68.0,77.0,96.0,97.0,7.0,66.0,8.0,95.0,57.0
CCL Industries Inc.,Consumer Cyclical,Packaging & Containers,CA,CCL-B.TO,71.0,77.0,72.0,52.0,54.0,96.0,70.0,78.0,78.0,71.0,74.0,73.0,73.0,67.0,69.0,70.0,74.0
Unum Group,Financial Services,Insurance - Life,US,UNM,46.0,54.0,44.0,52.0,48.0,60.0,74.0,53.0,59.0,71.0,49.0,73.0,88.0,55.0,56.0,67.0,88.0
Stantec Inc.,Industrials,Engineering & Construction,CA,STN.TO,73.0,74.0,71.0,55.0,47.0,87.0,75.0,74.0,68.0,82.0,90.0,84.0,91.0,85.0,79.0,61.0,58.0
"Akamai Technologies, Inc.",Technology,Software - Infrastructure,US,AKAM,86.0,84.0,94.0,87.0,80.0,80.0,77.0,84.0,87.0,84.0,81.0,82.0,90.0,91.0,86.0,82.0,76.0
The Descartes Systems Group Inc.,Technology,Software - Application,CA,DSG.TO,72.0,76.0,26.0,57.0,80.0,75.0,75.0,77.0,84.0,87.0,86.0,85.0,86.0,88.0,85.0,89.0,93.0
"Skyworks Solutions, Inc.",Technology,Semiconductors,US,SWKS,87.0,88.0,95.0,80.0,75.0,86.0,66.0,78.0,64.0,64.0,71.0,73.0,66.0,65.0,52.0,59.0,71.0
Summit Therapeutics Inc.,Healthcare,Biotechnology,US,SMMT,39.0,26.0,42.0,39.0,46.0,42.0,43.0,25.0,35.0,50.0,57.0,38.0,5.0,79.0,14.0,50.0,49.0
Incyte Corporation,Healthcare,Biotechnology,US,INCY,87.0,48.0,84.0,65.0,68.0,50.0,50.0,48.0,90.0,46.0,37.0,73.0,89.0,25.0,87.0,98.0,14.0
"Equity LifeStyle Properties, Inc.",Real Estate,REIT - Residential,US,ELS,74.0,75.0,72.0,75.0,78.0,68.0,74.0,75.0,91.0,92.0,91.0,86.0,78.0,77.0,77.0,84.0,80.0
"Revvity, Inc.",Healthcare,Medical - Diagnostics & Research,US,RVTY,82.0,26.0,69.0,78.0,94.0,81.0,6.0,25.0,66.0,74.0,66.0,73.0,63.0,75.0,65.0,63.0,73.0
"Stanley Black & Decker, Inc.",Industrials,Manufacturing - Tools & Accessories,US,SWK,4.0,5.0,86.0,1.0,1.0,8.0,100.0,5.0,2.0,30.0,74.0,72.0,79.0,56.0,66.0,62.0,71.0
Regency Centers Corporation,Real Estate,REIT - Retail,US,REG,77.0,78.0,78.0,77.0,73.0,75.0,78.0,79.0,83.0,92.0,6.0,99.0,84.0,85.0,72.0,75.0,66.0
"Clean Harbors, Inc.",Industrials,Waste Management,US,CLH,76.0,78.0,76.0,72.0,33.0,83.0,79.0,78.0,76.0,88.0,89.0,93.0,95.0,86.0,3.0,97.0,2.0
Performance Food Group Company,Consumer Defensive,Food Distribution,US,PFGC,84.0,86.0,40.0,64.0,94.0,93.0,44.0,80.0,87.0,76.0,4.0,78.0,77.0,80.0,90.0,81.0,97.0
DaVita Inc.,Healthcare,Medical - Care Facilities,US,DVA,82.0,87.0,89.0,89.0,18.0,85.0,82.0,88.0,84.0,82.0,85.0,86.0,82.0,86.0,80.0,95.0,77.0
CNA Financial Corporation,Financial Services,Insurance - Property & Casualty,US,CNA,76.0,77.0,82.0,77.0,72.0,68.0,86.0,78.0,93.0,89.0,74.0,86.0,70.0,63.0,69.0,87.0,78.0
Unum Group 6.250% JR NT58,Financial Services,Insurance - Diversified,US,UNMA,46.0,54.0,27.0,24.0,48.0,60.0,74.0,54.0,59.0,77.0,49.0,73.0,88.0,56.0,56.0,67.0,88.0
Campbell Soup Company,Consumer Defensive,Packaged Foods,US,CPB,80.0,80.0,1.0,85.0,60.0,78.0,56.0,66.0,77.0,60.0,83.0,88.0,94.0,65.0,84.0,72.0,53.0
