Company Name,Sector,Industry,Country,Stock Symbol,Trailing Twelve Months (TTM) CFMS,Year-to-Date (YTD) CFMS,Latest Reported Quarter CFMS,2nd Latest Reported Quarter CFMS,3rd Latest Reported Quarter CFMS,4th Latest Reported Quarter CFMS,5th Latest Reported Quarter CFMS,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014
"Manhattan Associates, Inc.",Technology,Software - Application,US,MANH,77.0,75.0,78.0,78.0,75.0,76.0,70.0,74.0,64.0,66.0,68.0,65.0,69.0,76.0,76.0,73.0,69.0
"Fidelity National Financial, Inc.",Financial Services,Insurance - Specialty,US,FNF,33.0,60.0,13.0,22.0,51.0,25.0,59.0,59.0,62.0,68.0,65.0,62.0,51.0,60.0,57.0,54.0,60.0
Brookfield BRP Holdings (Canada,Real Estate,Real Estate - Development,US,BEPH,96.0,97.0,95.0,94.0,92.0,89.0,94.0,97.0,91.0,91.0,92.0,94.0,97.0,92.0,90.0,93.0,93.0
"CAVA Group, Inc.",Consumer Cyclical,Restaurants,US,CAVA,54.0,57.0,58.0,62.0,59.0,51.0,52.0,56.0,39.0,38.0,,,,,,,
"Astera Labs, Inc. Common Stock",Technology,Semiconductors,US,ALAB,18.0,16.0,19.0,14.0,9.0,67.0,41.0,16.0,11.0,,,,,,,,
"DICK'S Sporting Goods, Inc.",Consumer Cyclical,Specialty Retail,US,DKS,60.0,61.0,58.0,65.0,63.0,59.0,55.0,63.0,63.0,50.0,46.0,44.0,42.0,41.0,43.0,44.0,45.0
United Therapeutics Corporation,Healthcare,Biotechnology,US,UTHR,93.0,94.0,92.0,89.0,94.0,90.0,93.0,93.0,86.0,78.0,89.0,17.0,86.0,91.0,93.0,86.0,82.0
"Sun Communities, Inc.",Real Estate,REIT - Residential,US,SUI,87.0,84.0,93.0,86.0,84.0,95.0,87.0,84.0,81.0,84.0,90.0,90.0,85.0,87.0,87.0,89.0,88.0
"Coherent, Inc.",Technology,"Hardware, Equipment & Parts",US,COHR,63.0,63.0,63.0,68.0,65.0,63.0,23.0,41.0,52.0,54.0,35.0,62.0,62.0,50.0,46.0,45.0,35.0
"SoFi Technologies, Inc.",Financial Services,Financial - Credit Services,US,SOFI,56.0,25.0,64.0,65.0,75.0,48.0,12.0,25.0,35.0,14.0,12.0,11.0,75.0,18.0,,,
"DocuSign, Inc.",Technology,Software - Application,US,DOCU,50.0,50.0,49.0,61.0,57.0,49.0,48.0,41.0,35.0,20.0,18.0,11.0,17.0,12.0,10.0,,
Dollar General Corporation,Consumer Defensive,Discount Stores,US,DG,43.0,53.0,41.0,50.0,51.0,50.0,44.0,56.0,51.0,52.0,51.0,48.0,46.0,46.0,46.0,45.0,46.0
Alliant Energy Corporation,Utilities,Regulated Electric,US,LNT,89.0,89.0,90.0,87.0,86.0,84.0,88.0,89.0,80.0,82.0,86.0,82.0,77.0,76.0,75.0,74.0,71.0
Warner Music Group Corp.,Communication Services,Entertainment,US,WMG,67.0,67.0,53.0,70.0,74.0,72.0,67.0,70.0,65.0,60.0,24.0,58.0,65.0,48.0,56.0,52.0,44.0
Avery Dennison Corporation,Industrials,Business Equipment & Supplies,US,AVY,63.0,61.0,62.0,65.0,65.0,64.0,60.0,61.0,58.0,58.0,60.0,44.0,47.0,49.0,47.0,45.0,41.0
ARC Resources Ltd.,Energy,Oil & Gas Exploration & Production,CA,ARX.TO,94.0,94.0,93.0,92.0,91.0,89.0,89.0,94.0,87.0,91.0,91.0,90.0,85.0,87.0,84.0,86.0,90.0
Marathon Oil Corporation,Energy,Oil & Gas Exploration & Production,US,MRO,95.0,96.0,94.0,94.0,94.0,95.0,82.0,95.0,85.0,79.0,14.0,51.0,54.0,17.0,9.0,10.0,51.0
"Ulta Beauty, Inc.",Consumer Cyclical,Specialty Retail,US,ULTA,63.0,68.0,62.0,64.0,67.0,65.0,60.0,69.0,61.0,53.0,61.0,60.0,60.0,58.0,58.0,57.0,56.0
"Entegris, Inc.",Technology,Semiconductors,US,ENTG,78.0,77.0,78.0,79.0,79.0,79.0,56.0,77.0,67.0,72.0,76.0,77.0,70.0,66.0,64.0,64.0,43.0
US Foods Holding Corp.,Consumer Defensive,Food Distribution,US,USFD,37.0,45.0,42.0,46.0,44.0,44.0,39.0,44.0,37.0,37.0,36.0,36.0,33.0,32.0,30.0,28.0,26.0
Viatris Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,US,VTRS,64.0,74.0,73.0,81.0,79.0,25.0,78.0,74.0,80.0,69.0,62.0,74.0,73.0,72.0,74.0,73.0,70.0
First Quantum Minerals Ltd.,Basic Materials,Copper,CA,FM.TO,41.0,71.0,85.0,80.0,68.0,62.0,89.0,70.0,81.0,88.0,87.0,80.0,82.0,76.0,78.0,72.0,80.0
Jefferies Financial Group Inc.,Financial Services,Financial - Capital Markets,US,JEF,89.0,89.0,88.0,89.0,85.0,88.0,65.0,88.0,67.0,74.0,69.0,50.0,56.0,44.0,30.0,29.0,27.0
"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,US,CF,90.0,91.0,88.0,91.0,85.0,87.0,85.0,91.0,89.0,87.0,84.0,85.0,78.0,70.0,71.0,81.0,82.0
"Aspen Technology, Inc.",Technology,Software - Application,US,AZPN,24.0,84.0,63.0,90.0,86.0,79.0,72.0,80.0,79.0,91.0,90.0,90.0,82.0,84.0,85.0,83.0,76.0
"Dynatrace, Inc.",Technology,Software - Application,US,DT,57.0,60.0,54.0,61.0,55.0,60.0,53.0,60.0,57.0,66.0,17.0,34.0,60.0,68.0,,,
Twilio Inc.,Communication Services,Internet Content & Information,US,TWLO,35.0,23.0,43.0,43.0,42.0,17.0,19.0,23.0,18.0,16.0,17.0,14.0,14.0,14.0,13.0,11.0,9.0
Textron Inc.,Industrials,Aerospace & Defense,US,TXT,52.0,58.0,54.0,59.0,10.0,52.0,54.0,57.0,51.0,51.0,47.0,52.0,97.0,98.0,98.0,98.0,98.0
"Casey's General Stores, Inc.",Consumer Cyclical,Specialty Retail,US,CASY,44.0,51.0,49.0,48.0,49.0,49.0,47.0,48.0,41.0,44.0,45.0,40.0,36.0,37.0,38.0,34.0,29.0
"Domino's Pizza, Inc.",Consumer Cyclical,Restaurants,US,DPZ,71.0,73.0,72.0,70.0,73.0,71.0,69.0,72.0,62.0,65.0,66.0,64.0,60.0,62.0,62.0,62.0,60.0
"Toll Brothers, Inc.",Consumer Cyclical,Residential Construction,US,TOL,69.0,69.0,67.0,74.0,66.0,68.0,65.0,68.0,57.0,52.0,46.0,47.0,47.0,45.0,42.0,44.0,42.0
Emera Incorporated,Utilities,Regulated Electric,CA,EMA-PC.TO,84.0,88.0,79.0,80.0,81.0,82.0,60.0,88.0,79.0,77.0,91.0,84.0,78.0,78.0,76.0,78.0,77.0
"Healthpeak Properties, Inc.",Real Estate,REIT - Healthcare Facilities,US,DOC,96.0,92.0,94.0,92.0,92.0,98.0,92.0,92.0,90.0,92.0,94.0,93.0,91.0,93.0,93.0,93.0,91.0
Graco Inc.,Industrials,Industrial - Machinery,US,GGG,78.0,82.0,81.0,82.0,81.0,82.0,80.0,81.0,74.0,73.0,76.0,74.0,72.0,71.0,70.0,70.0,72.0
"Reinsurance Group of America, Incorporated",Financial Services,Insurance - Reinsurance,US,RGA,33.0,52.0,44.0,24.0,27.0,28.0,45.0,51.0,41.0,35.0,36.0,39.0,41.0,45.0,44.0,39.0,42.0
AECOM,Industrials,Engineering & Construction,US,ACM,44.0,50.0,48.0,49.0,49.0,46.0,43.0,44.0,41.0,40.0,40.0,35.0,32.0,31.0,30.0,27.0,36.0
"Duolingo, Inc.",Technology,Software - Application,US,DUOL,47.0,24.0,47.0,58.0,57.0,44.0,22.0,24.0,18.0,16.0,20.0,15.0,97.0,,,,
Hyatt Hotels Corporation,Consumer Cyclical,Travel Lodging,US,H,75.0,59.0,58.0,61.0,53.0,52.0,50.0,58.0,54.0,36.0,16.0,53.0,53.0,61.0,56.0,50.0,52.0
Celestica Inc.,Technology,"Hardware, Equipment & Parts",CA,CLS.TO,46.0,50.0,48.0,51.0,52.0,49.0,46.0,49.0,40.0,40.0,40.0,35.0,33.0,32.0,32.0,29.0,28.0
"Evergy, Inc.",Utilities,Regulated Electric,US,EVRG,89.0,89.0,90.0,88.0,87.0,85.0,88.0,88.0,79.0,82.0,87.0,83.0,77.0,81.0,82.0,81.0,77.0
"East West Bancorp, Inc.",Financial Services,Banks - Diversified,US,EWBC,79.0,95.0,84.0,26.0,25.0,35.0,81.0,95.0,95.0,94.0,91.0,93.0,95.0,95.0,94.0,94.0,92.0
"UDR, Inc.",Real Estate,REIT - Residential,US,UDR,94.0,97.0,93.0,93.0,93.0,92.0,68.0,97.0,59.0,61.0,56.0,77.0,65.0,66.0,68.0,70.0,57.0
Jabil Inc.,Technology,"Hardware, Equipment & Parts",US,JBL,44.0,54.0,46.0,50.0,50.0,53.0,45.0,50.0,43.0,42.0,43.0,40.0,37.0,39.0,36.0,34.0,31.0
"Moderna, Inc.",Healthcare,Biotechnology,US,MRNA,18.0,13.0,43.0,5.0,4.0,55.0,9.0,13.0,86.0,96.0,6.0,3.0,5.0,7.0,6.0,,
Nordson Corporation,Industrials,Industrial - Machinery,US,NDSN,81.0,81.0,79.0,81.0,81.0,80.0,78.0,80.0,73.0,73.0,72.0,73.0,66.0,65.0,64.0,60.0,64.0
"Equitable Holdings, Inc.",Financial Services,Insurance - Diversified,US,EQH,52.0,67.0,50.0,77.0,74.0,19.0,78.0,66.0,70.0,19.0,23.0,14.0,65.0,39.0,55.0,27.0,64.0
"Chewy, Inc.",Consumer Cyclical,Specialty Retail,US,CHWY,35.0,42.0,40.0,43.0,44.0,37.0,36.0,41.0,24.0,23.0,22.0,17.0,14.0,14.0,,,
BIP Bermuda Holdings I Limited ,Industrials,Specialty Business Services,US,BIPI,,,,,,,,,,,,,,,,,
"Saia, Inc.",Industrials,Trucking,US,SAIA,72.0,74.0,70.0,74.0,74.0,72.0,70.0,74.0,60.0,56.0,50.0,45.0,42.0,37.0,36.0,36.0,34.0
"Sprouts Farmers Market, Inc.",Consumer Defensive,Grocery Stores,US,SFM,50.0,50.0,52.0,55.0,58.0,51.0,49.0,50.0,47.0,47.0,50.0,43.0,38.0,37.0,37.0,38.0,38.0
"Morningstar, Inc.",Financial Services,Financial - Data & Stock Exchanges,US,MORN,80.0,72.0,83.0,79.0,77.0,77.0,70.0,72.0,61.0,68.0,73.0,70.0,73.0,70.0,71.0,75.0,77.0
"Bentley Systems, Incorporated",Technology,Software - Application,US,BSY,76.0,75.0,72.0,80.0,82.0,76.0,78.0,75.0,72.0,59.0,74.0,69.0,65.0,,,,
"Western Midstream Partners, LP",Energy,Oil & Gas Midstream,US,WES,95.0,95.0,94.0,93.0,94.0,93.0,94.0,95.0,91.0,94.0,96.0,92.0,90.0,84.0,89.0,87.0,87.0
"Lineage, Inc.",Real Estate,REIT - Industrial,US,LINE,29.0,53.0,16.0,79.0,74.0,16.0,69.0,52.0,65.0,67.0,96.0,99.0,7.0,7.0,69.0,68.0,76.0
"F5, Inc.",Technology,Software - Infrastructure,US,FFIV,79.0,79.0,77.0,79.0,76.0,80.0,76.0,77.0,64.0,63.0,69.0,72.0,74.0,72.0,74.0,74.0,73.0
"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,US,DLTR,29.0,25.0,43.0,48.0,53.0,22.0,40.0,56.0,47.0,48.0,49.0,49.0,49.0,46.0,43.0,54.0,53.0
Ares Capital Corporation,Financial Services,Asset Management,US,ARCC,79.0,99.0,96.0,95.0,20.0,97.0,91.0,99.0,98.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0
Tenet Healthcare Corporation,Healthcare,Medical - Care Facilities,US,THC,70.0,67.0,75.0,67.0,68.0,67.0,62.0,66.0,61.0,62.0,64.0,57.0,53.0,49.0,48.0,48.0,46.0
"SharkNinja, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",US,SN,57.0,56.0,62.0,55.0,67.0,52.0,51.0,55.0,50.0,55.0,66.0,,,,,,
"Avangrid, Inc.",Utilities,Regulated Electric,US,AGR,80.0,78.0,80.0,78.0,81.0,83.0,70.0,77.0,72.0,72.0,77.0,77.0,73.0,73.0,76.0,74.0,69.0
Curtiss-Wright Corporation,Industrials,Aerospace & Defense,US,CW,72.0,74.0,71.0,71.0,68.0,76.0,65.0,73.0,60.0,59.0,60.0,61.0,57.0,54.0,53.0,52.0,59.0
"EPAM Systems, Inc.",Technology,Information Technology Services,US,EPAM,59.0,63.0,65.0,60.0,59.0,58.0,61.0,62.0,58.0,60.0,62.0,58.0,56.0,53.0,53.0,52.0,54.0
"Gaming and Leisure Properties, Inc.",Real Estate,REIT - Specialty,US,GLPI,98.0,98.0,97.0,98.0,98.0,97.0,97.0,98.0,96.0,97.0,98.0,97.0,94.0,95.0,94.0,93.0,93.0
American Homes 4 Rent,Real Estate,REIT - Residential,US,AMH,92.0,95.0,89.0,91.0,91.0,90.0,97.0,94.0,86.0,88.0,90.0,90.0,85.0,87.0,88.0,87.0,85.0
Pool Corporation,Industrials,Industrial - Distribution,US,POOL,56.0,63.0,58.0,65.0,56.0,52.0,57.0,62.0,60.0,59.0,56.0,51.0,48.0,46.0,45.0,42.0,39.0
"Avantor, Inc.",Basic Materials,Chemicals - Specialty,US,AVTR,63.0,66.0,58.0,66.0,65.0,65.0,64.0,65.0,65.0,62.0,63.0,59.0,53.0,15.0,43.0,60.0,65.0
CCL Industries Inc.,Consumer Cyclical,Packaging & Containers,CA,CCL-B.TO,73.0,70.0,69.0,77.0,74.0,72.0,68.0,69.0,64.0,65.0,69.0,65.0,62.0,62.0,61.0,62.0,60.0
Unum Group,Financial Services,Insurance - Life,US,UNM,68.0,65.0,76.0,24.0,26.0,58.0,47.0,65.0,59.0,44.0,44.0,49.0,40.0,54.0,53.0,52.0,35.0
Stantec Inc.,Industrials,Engineering & Construction,CA,STN.TO,54.0,60.0,57.0,57.0,59.0,57.0,57.0,59.0,51.0,52.0,55.0,52.0,42.0,37.0,38.0,43.0,46.0
"Akamai Technologies, Inc.",Technology,Software - Infrastructure,US,AKAM,82.0,82.0,73.0,82.0,82.0,82.0,81.0,82.0,78.0,81.0,84.0,81.0,75.0,73.0,78.0,78.0,78.0
The Descartes Systems Group Inc.,Technology,Software - Application,CA,DSG.TO,87.0,86.0,86.0,87.0,86.0,86.0,85.0,87.0,80.0,80.0,83.0,78.0,75.0,75.0,75.0,72.0,70.0
"Skyworks Solutions, Inc.",Technology,Semiconductors,US,SWKS,78.0,78.0,65.0,79.0,79.0,81.0,80.0,84.0,81.0,81.0,84.0,84.0,81.0,81.0,81.0,75.0,68.0
Summit Therapeutics Inc.,Healthcare,Biotechnology,US,SMMT,100.0,25.0,23.0,28.0,29.0,99.0,24.0,25.0,1.0,2.0,1.0,1.0,69.0,10.0,3.0,17.0,2.0
Incyte Corporation,Healthcare,Biotechnology,US,INCY,40.0,77.0,62.0,12.0,68.0,77.0,76.0,76.0,62.0,65.0,20.0,67.0,45.0,13.0,54.0,37.0,15.0
"Equity LifeStyle Properties, Inc.",Real Estate,REIT - Residential,US,ELS,90.0,90.0,89.0,88.0,89.0,84.0,86.0,90.0,82.0,85.0,90.0,89.0,84.0,85.0,86.0,86.0,86.0
"Revvity, Inc.",Healthcare,Medical - Diagnostics & Research,US,RVTY,80.0,78.0,82.0,81.0,75.0,77.0,76.0,77.0,78.0,77.0,79.0,65.0,60.0,62.0,60.0,59.0,53.0
"Stanley Black & Decker, Inc.",Industrials,Manufacturing - Tools & Accessories,US,SWK,45.0,47.0,52.0,60.0,56.0,51.0,57.0,46.0,46.0,57.0,60.0,58.0,59.0,56.0,60.0,59.0,58.0
Regency Centers Corporation,Real Estate,REIT - Retail,US,REG,97.0,94.0,94.0,94.0,94.0,93.0,94.0,93.0,92.0,95.0,95.0,95.0,93.0,91.0,94.0,93.0,94.0
"Clean Harbors, Inc.",Industrials,Waste Management,US,CLH,68.0,69.0,68.0,72.0,66.0,69.0,64.0,68.0,63.0,60.0,63.0,59.0,54.0,52.0,53.0,54.0,53.0
Performance Food Group Company,Consumer Defensive,Food Distribution,US,PFGC,35.0,43.0,40.0,43.0,43.0,39.0,38.0,42.0,35.0,35.0,34.0,33.0,31.0,29.0,27.0,26.0,25.0
DaVita Inc.,Healthcare,Medical - Care Facilities,US,DVA,70.0,71.0,70.0,73.0,72.0,69.0,69.0,70.0,61.0,66.0,68.0,66.0,61.0,65.0,58.0,53.0,59.0
CNA Financial Corporation,Financial Services,Insurance - Property & Casualty,US,CNA,79.0,61.0,55.0,26.0,40.0,39.0,43.0,60.0,22.0,48.0,35.0,19.0,49.0,57.0,53.0,39.0,49.0
Unum Group 6.250% JR NT58,Financial Services,Insurance - Diversified,US,UNMA,62.0,65.0,76.0,24.0,26.0,26.0,47.0,65.0,23.0,22.0,24.0,20.0,18.0,17.0,17.0,16.0,14.0
Campbell Soup Company,Consumer Defensive,Packaged Foods,US,CPB,57.0,64.0,58.0,51.0,65.0,68.0,65.0,69.0,61.0,63.0,66.0,53.0,61.0,68.0,60.0,62.0,55.0
Insmed Incorporated,Healthcare,Biotechnology,US,INSM,11.0,7.0,7.0,7.0,8.0,11.0,7.0,7.0,8.0,8.0,8.0,7.0,2.0,19.0,18.0,17.0,3.0
Lamar Advertising Company,Real Estate,REIT - Specialty,US,LAMR,91.0,90.0,95.0,89.0,86.0,88.0,89.0,89.0,83.0,84.0,87.0,86.0,81.0,82.0,82.0,83.0,81.0
"Tapestry, Inc.",Consumer Cyclical,Luxury Goods,US,TPR,72.0,72.0,69.0,72.0,67.0,75.0,66.0,71.0,64.0,65.0,19.0,55.0,48.0,65.0,53.0,54.0,66.0
"Houlihan Lokey, Inc.",Financial Services,Financial - Capital Markets,US,HLI,72.0,72.0,74.0,71.0,75.0,71.0,68.0,73.0,73.0,72.0,68.0,67.0,67.0,64.0,62.0,62.0,59.0
SNC-Lavalin Group Inc.,Industrials,Engineering & Construction,CA,ATRL.TO,46.0,53.0,52.0,50.0,51.0,50.0,47.0,53.0,41.0,42.0,37.0,38.0,36.0,41.0,36.0,35.0,36.0
Camden Property Trust,Real Estate,REIT - Residential,US,CPT,93.0,93.0,88.0,93.0,93.0,92.0,92.0,93.0,89.0,91.0,93.0,92.0,89.0,90.0,90.0,90.0,89.0
"Conagra Brands, Inc.",Consumer Defensive,Packaged Foods,US,CAG,51.0,59.0,67.0,69.0,70.0,66.0,56.0,58.0,58.0,64.0,62.0,59.0,58.0,55.0,45.0,27.0,38.0
Ralph Lauren Corporation,Consumer Cyclical,Apparel - Manufacturers,US,RL,63.0,66.0,61.0,69.0,59.0,71.0,58.0,64.0,61.0,50.0,53.0,60.0,56.0,47.0,44.0,52.0,54.0
"Texas Roadhouse, Inc.",Consumer Cyclical,Restaurants,US,TXRH,55.0,57.0,55.0,62.0,62.0,56.0,50.0,56.0,51.0,52.0,43.0,52.0,49.0,50.0,49.0,47.0,47.0
Permian Resources Corporation,Energy,Oil & Gas Exploration & Production,US,PR,97.0,96.0,97.0,96.0,96.0,95.0,95.0,96.0,93.0,93.0,89.0,55.0,75.0,92.0,7.0,85.0,89.0
"C.H. Robinson Worldwide, Inc.",Industrials,Integrated Freight & Logistics,US,CHRW,37.0,44.0,43.0,46.0,45.0,41.0,39.0,44.0,40.0,40.0,40.0,39.0,37.0,35.0,36.0,35.0,32.0
Albemarle Corporation,Basic Materials,Chemicals - Specialty,US,ALB,19.0,52.0,10.0,21.0,27.0,17.0,24.0,52.0,80.0,39.0,69.0,69.0,62.0,59.0,61.0,58.0,48.0
"Boston Properties, Inc.",Real Estate,REIT - Office,US,BXP,95.0,93.0,92.0,92.0,92.0,91.0,78.0,93.0,88.0,92.0,92.0,93.0,89.0,91.0,92.0,92.0,91.0
iA Financial Corporation Inc.,Financial Services,Insurance - Diversified,CA,IAG.TO,49.0,68.0,54.0,20.0,47.0,43.0,56.0,67.0,68.0,20.0,22.0,18.0,46.0,39.0,41.0,34.0,31.0
"Paycom Software, Inc.",Technology,Software - Application,US,PAYC,88.0,80.0,81.0,83.0,95.0,81.0,79.0,80.0,78.0,74.0,76.0,81.0,78.0,65.0,64.0,62.0,55.0
ITT Inc.,Industrials,Industrial - Machinery,US,ITT,72.0,71.0,76.0,72.0,71.0,63.0,68.0,70.0,63.0,67.0,55.0,63.0,56.0,56.0,54.0,60.0,49.0
"Neurocrine Biosciences, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,US,NBIX,78.0,70.0,79.0,78.0,73.0,80.0,75.0,69.0,59.0,62.0,78.0,74.0,41.0,8.0,3.0,4.0,15.0
"Jack Henry & Associates, Inc.",Technology,Information Technology Services,US,JKHY,81.0,82.0,82.0,82.0,80.0,81.0,79.0,75.0,69.0,67.0,80.0,68.0,69.0,68.0,69.0,68.0,68.0
"Plains All American Pipeline, L.P.",Energy,Oil & Gas Midstream,US,PAA,30.0,46.0,100.0,100.0,100.0,100.0,100.0,45.0,37.0,39.0,65.0,38.0,39.0,35.0,35.0,34.0,28.0
"Host Hotels & Resorts, Inc.",Real Estate,REIT - Hotel & Motel,US,HST,78.0,82.0,75.0,80.0,80.0,70.0,64.0,81.0,74.0,73.0,21.0,74.0,71.0,70.0,70.0,70.0,68.0
"CarMax, Inc.",Consumer Cyclical,Auto - Dealerships,US,KMX,37.0,45.0,42.0,40.0,28.0,46.0,43.0,45.0,42.0,42.0,45.0,43.0,40.0,39.0,38.0,37.0,35.0
Molson Coors Beverage Company,Consumer Defensive,Beverages - Alcoholic,US,TAP,71.0,70.0,71.0,74.0,69.0,46.0,70.0,69.0,68.0,67.0,71.0,74.0,61.0,66.0,67.0,76.0,74.0
Service Corporation International,Consumer Cyclical,Personal Products & Services,US,SCI,80.0,81.0,78.0,80.0,80.0,80.0,77.0,81.0,73.0,78.0,78.0,73.0,71.0,70.0,70.0,69.0,67.0
W. P. Carey Inc.,Real Estate,REIT - Diversified,US,WPC,98.0,98.0,96.0,97.0,97.0,89.0,87.0,98.0,96.0,97.0,97.0,97.0,97.0,96.0,95.0,95.0,93.0
Dayforce Inc,Technology,Software - Application,US,DAY,66.0,68.0,66.0,67.0,69.0,64.0,60.0,67.0,39.0,36.0,44.0,58.0,56.0,50.0,38.0,50.0,
Pilgrim's Pride Corporation,Consumer Defensive,Packaged Foods,US,PPC,52.0,47.0,59.0,62.0,52.0,48.0,45.0,47.0,47.0,38.0,41.0,45.0,39.0,50.0,46.0,54.0,55.0
Liberty Broadband Corporation,Communication Services,Telecommunications Services,US,LBRDA,97.0,99.0,98.0,80.0,99.0,98.0,99.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,7.0,5.0
Bunge Limited,Consumer Defensive,Agricultural Farm Products,US,BG,39.0,50.0,42.0,44.0,45.0,45.0,40.0,49.0,38.0,40.0,40.0,21.0,32.0,29.0,31.0,30.0,26.0
"BJ's Wholesale Club Holdings, Inc.",Consumer Defensive,Discount Stores,US,BJ,40.0,47.0,45.0,46.0,46.0,45.0,42.0,45.0,39.0,40.0,39.0,35.0,31.0,30.0,29.0,,
Jones Lang LaSalle Incorporated,Real Estate,Real Estate - Services,US,JLL,39.0,46.0,43.0,44.0,45.0,47.0,41.0,45.0,41.0,43.0,43.0,42.0,36.0,43.0,44.0,47.0,46.0
"Okta, Inc.",Technology,Software - Infrastructure,US,OKTA,30.0,19.0,21.0,46.0,22.0,26.0,18.0,14.0,13.0,17.0,15.0,13.0,10.0,9.0,8.0,6.0,
TMX Group Limited,Financial Services,Financial - Data & Stock Exchanges,CA,X.TO,98.0,97.0,99.0,78.0,99.0,99.0,99.0,97.0,98.0,94.0,93.0,92.0,89.0,89.0,88.0,86.0,86.0
"BWX Technologies, Inc.",Industrials,Aerospace & Defense,US,BWXT,65.0,69.0,66.0,65.0,71.0,68.0,65.0,68.0,63.0,68.0,68.0,67.0,64.0,64.0,65.0,62.0,31.0
U-Haul Holding Company,Industrials,Rental & Leasing Services,US,UHAL,81.0,83.0,82.0,83.0,72.0,78.0,73.0,82.0,81.0,78.0,77.0,77.0,74.0,77.0,80.0,75.0,74.0
The J. M. Smucker Company,Consumer Defensive,Packaged Foods,US,SJM,67.0,72.0,48.0,73.0,76.0,59.0,66.0,69.0,64.0,67.0,70.0,66.0,66.0,65.0,65.0,57.0,64.0
FirstService Corporation,Real Estate,Real Estate - Services,CA,FSV.TO,49.0,53.0,56.0,54.0,50.0,52.0,50.0,53.0,46.0,49.0,50.0,19.0,44.0,42.0,40.0,38.0,33.0
BioMarin Pharmaceutical Inc.,Healthcare,Biotechnology,US,BMRN,67.0,60.0,69.0,68.0,67.0,47.0,47.0,60.0,43.0,36.0,24.0,20.0,16.0,15.0,12.0,10.0,10.0
"American Financial Group, Inc.",Financial Services,Insurance - Property & Casualty,US,AFG,62.0,66.0,53.0,26.0,20.0,36.0,50.0,66.0,62.0,78.0,54.0,57.0,51.0,51.0,54.0,48.0,54.0
Solventum Corporation,Healthcare,Medical - Care Facilities,US,SOLV,72.0,79.0,68.0,68.0,77.0,74.0,73.0,78.0,72.0,74.0,75.0,,,,,,
Element Fleet Management Corp.,Industrials,Rental & Leasing Services,CA,EFN.TO,97.0,91.0,90.0,98.0,96.0,95.0,91.0,91.0,89.0,92.0,92.0,90.0,83.0,80.0,99.0,98.0,98.0
Eastman Chemical Company,Basic Materials,Chemicals - Specialty,US,EMN,66.0,71.0,66.0,73.0,68.0,62.0,44.0,70.0,59.0,67.0,64.0,65.0,65.0,65.0,66.0,65.0,59.0
Alcoa Corporation,Basic Materials,Aluminum,US,AA,42.0,42.0,58.0,55.0,47.0,42.0,40.0,41.0,60.0,70.0,53.0,55.0,66.0,61.0,47.0,54.0,52.0
GameStop Corp.,Consumer Cyclical,Specialty Retail,US,GME,33.0,41.0,22.0,21.0,46.0,27.0,24.0,22.0,21.0,21.0,45.0,61.0,48.0,42.0,40.0,38.0,38.0
Evercore Inc.,Financial Services,Financial - Capital Markets,US,EVR,65.0,69.0,67.0,67.0,65.0,64.0,57.0,68.0,70.0,74.0,70.0,66.0,70.0,68.0,60.0,51.0,63.0
Stifel Financial Corp.,Financial Services,Financial - Capital Markets,US,SF,74.0,25.0,82.0,72.0,71.0,70.0,57.0,25.0,69.0,69.0,66.0,65.0,69.0,51.0,44.0,42.0,57.0
Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,Travel Services,US,NCLH,74.0,72.0,80.0,76.0,73.0,24.0,77.0,71.0,19.0,7.0,10.0,74.0,73.0,71.0,72.0,69.0,68.0
"Lincoln Electric Holdings, Inc.",Industrials,Manufacturing - Tools & Accessories,US,LECO,67.0,71.0,64.0,71.0,70.0,69.0,66.0,70.0,63.0,55.0,60.0,60.0,57.0,56.0,58.0,44.0,58.0
"Juniper Networks, Inc.",Technology,Communication Equipment,US,JNPR,49.0,57.0,55.0,50.0,48.0,63.0,65.0,56.0,55.0,59.0,63.0,59.0,59.0,67.0,65.0,65.0,79.0
Royalty Pharma plc,Healthcare,Biotechnology,US,RPRX,99.0,97.0,99.0,90.0,17.0,98.0,78.0,97.0,83.0,94.0,98.0,100.0,95.0,94.0,83.0,88.0,
"American Financial Group, Inc. ",Financial Services,Insurance - Property & Casualty,US,AFGB,62.0,66.0,53.0,26.0,20.0,36.0,50.0,66.0,62.0,78.0,54.0,57.0,51.0,51.0,54.0,48.0,54.0
Pan American Silver Corp.,Basic Materials,Silver,CA,PAAS.TO,78.0,72.0,85.0,81.0,76.0,72.0,71.0,72.0,64.0,78.0,81.0,77.0,72.0,72.0,79.0,49.0,56.0
"Universal Health Services, Inc.",Healthcare,Medical - Care Facilities,US,UHS,58.0,59.0,58.0,63.0,62.0,59.0,53.0,58.0,51.0,57.0,61.0,58.0,56.0,57.0,58.0,59.0,59.0
