Company Name,Sector,Industry,Country,Stock Symbol,Trailing Twelve Months (TTM) CFMS,Year-to-Date (YTD) CFMS,Latest Reported Quarter CFMS,2nd Latest Reported Quarter CFMS,3rd Latest Reported Quarter CFMS,4th Latest Reported Quarter CFMS,5th Latest Reported Quarter CFMS,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014
The Brink's Company,Industrials,Security & Protection Services,US,BCO,71.0,75.0,65.0,34.0,57.0,52.0,71.0,75.0,69.0,73.0,61.0,64.0,40.0,65.0,55.0,40.0,20.0
"CNO Financial Group, Inc.",Financial Services,Insurance - Life,US,CNO,70.0,58.0,71.0,56.0,53.0,63.0,71.0,59.0,68.0,63.0,68.0,73.0,31.0,63.0,67.0,77.0,47.0
Tanger Inc.,Real Estate,REIT - Retail,US,SKT,74.0,73.0,74.0,79.0,64.0,76.0,61.0,73.0,72.0,47.0,56.0,70.0,46.0,70.0,63.0,65.0,66.0
TFS Financial Corporation,Financial Services,Banks - Regional,US,TFSL,48.0,40.0,32.0,66.0,47.0,58.0,46.0,67.0,54.0,56.0,66.0,54.0,70.0,65.0,54.0,60.0,58.0
"Golub Capital BDC, Inc.",Financial Services,Asset Management,US,GBDC,52.0,65.0,,60.0,81.0,84.0,71.0,63.0,39.0,38.0,80.0,35.0,42.0,71.0,52.0,46.0,39.0
"Cavco Industries, Inc.",Consumer Cyclical,Residential Construction,US,CVCO,58.0,63.0,65.0,69.0,52.0,58.0,65.0,72.0,64.0,64.0,73.0,45.0,60.0,55.0,63.0,44.0,69.0
Korn Ferry,Industrials,Staffing & Employment Services,US,KFY,63.0,61.0,44.0,45.0,82.0,51.0,59.0,65.0,80.0,69.0,67.0,69.0,71.0,62.0,48.0,57.0,71.0
ATS Corporation,Industrials,Industrial - Machinery,CA,ATS.TO,40.0,41.0,54.0,33.0,47.0,76.0,56.0,52.0,66.0,76.0,39.0,71.0,47.0,74.0,43.0,61.0,64.0
"CBIZ, Inc.",Industrials,Specialty Business Services,US,CBZ,64.0,66.0,57.0,75.0,44.0,41.0,51.0,66.0,63.0,65.0,74.0,61.0,71.0,60.0,68.0,58.0,67.0
Graham Holdings Company,Consumer Defensive,Education & Training Services,US,GHC,61.0,58.0,77.0,53.0,38.0,49.0,51.0,58.0,69.0,47.0,62.0,45.0,58.0,56.0,71.0,24.0,58.0
"Eastern Bankshares, Inc.",Financial Services,Banks - Regional,US,EBC,49.0,52.0,39.0,59.0,50.0,56.0,36.0,52.0,72.0,70.0,51.0,66.0,67.0,,,,
"Kratos Defense & Security Solutions, Inc.",Industrials,Aerospace & Defense,US,KTOS,66.0,45.0,61.0,30.0,39.0,75.0,32.0,45.0,33.0,53.0,61.0,63.0,41.0,27.0,36.0,16.0,25.0
DXC Technology Company,Technology,Information Technology Services,US,DXC,66.0,70.0,63.0,60.0,37.0,82.0,81.0,39.0,80.0,27.0,62.0,60.0,79.0,42.0,64.0,35.0,77.0
"Cinemark Holdings, Inc.",Communication Services,Entertainment,US,CNK,77.0,83.0,60.0,85.0,27.0,47.0,58.0,83.0,39.0,43.0,20.0,70.0,68.0,69.0,62.0,65.0,73.0
"Banc of California, Inc.",Financial Services,Banks - Regional,US,BANC-PF,33.0,36.0,58.0,60.0,21.0,41.0,65.0,36.0,63.0,65.0,58.0,53.0,64.0,83.0,61.0,55.0,34.0
"Texas Capital Bancshares, Inc.",Financial Services,Banks - Regional,US,TCBI,74.0,65.0,47.0,38.0,60.0,74.0,66.0,65.0,55.0,69.0,81.0,51.0,34.0,61.0,27.0,44.0,57.0
Stella-Jones Inc.,Basic Materials,"Paper, Lumber & Forest Products",CA,SJ.TO,55.0,47.0,71.0,80.0,40.0,40.0,66.0,46.0,63.0,69.0,68.0,46.0,46.0,73.0,68.0,38.0,48.0
"MDU Resources Group, Inc.",Industrials,Conglomerates,US,MDU,56.0,48.0,58.0,58.0,70.0,66.0,51.0,48.0,58.0,51.0,74.0,60.0,58.0,60.0,60.0,38.0,51.0
"Tri Pointe Homes, Inc.",Consumer Cyclical,Residential Construction,US,TPH,56.0,47.0,76.0,45.0,75.0,67.0,33.0,47.0,65.0,61.0,76.0,62.0,70.0,56.0,27.0,54.0,39.0
The Simply Good Foods Company,Consumer Defensive,Packaged Foods,US,SMPL,67.0,68.0,57.0,72.0,68.0,61.0,65.0,69.0,58.0,73.0,52.0,54.0,76.0,44.0,30.0,42.0,58.0
Secure Energy Services Inc.,Industrials,Waste Management,CA,SES.TO,61.0,67.0,64.0,80.0,58.0,47.0,72.0,67.0,77.0,27.0,36.0,62.0,63.0,32.0,25.0,26.0,62.0
"Riot Blockchain, Inc.",Technology,Software - Application,US,RIOT,50.0,38.0,24.0,30.0,47.0,53.0,37.0,38.0,61.0,47.0,41.0,29.0,9.0,27.0,32.0,27.0,26.0
"Braze, Inc.",Technology,Software - Application,US,BRZE,36.0,36.0,23.0,36.0,39.0,37.0,24.0,32.0,23.0,47.0,45.0,,,,,,
CONSOL Energy Inc.,Energy,Coal,US,CEIX,79.0,82.0,79.0,75.0,64.0,80.0,70.0,82.0,86.0,86.0,44.0,72.0,85.0,62.0,70.0,67.0,63.0
Gibson Energy Inc.,Energy,Oil & Gas Midstream,CA,GEI.TO,62.0,66.0,80.0,31.0,63.0,63.0,75.0,66.0,76.0,54.0,72.0,56.0,73.0,49.0,20.0,40.0,55.0
"Immunovant, Inc.",Healthcare,Biotechnology,US,IMVT,27.0,32.0,30.0,31.0,31.0,42.0,32.0,28.0,29.0,28.0,26.0,53.0,46.0,,,,
"Alkami Technology, Inc.",Technology,Software - Application,US,ALKT,36.0,36.0,39.0,25.0,39.0,26.0,38.0,36.0,30.0,36.0,35.0,30.0,,,,,
GMS Inc.,Industrials,Construction,US,GMS,63.0,66.0,68.0,45.0,79.0,64.0,70.0,78.0,61.0,58.0,75.0,76.0,62.0,60.0,57.0,41.0,45.0
"Mueller Water Products, Inc.",Industrials,Industrial - Machinery,US,MWA,76.0,75.0,66.0,83.0,48.0,71.0,63.0,69.0,46.0,69.0,73.0,56.0,73.0,36.0,69.0,58.0,74.0
"The GEO Group, Inc.",Industrials,Security & Protection Services,US,GEO,69.0,71.0,80.0,40.0,80.0,64.0,83.0,71.0,72.0,65.0,75.0,73.0,56.0,77.0,34.0,49.0,61.0
Griffon Corporation,Industrials,Conglomerates,US,GFF,68.0,69.0,62.0,81.0,57.0,75.0,68.0,83.0,45.0,59.0,69.0,74.0,31.0,61.0,63.0,50.0,33.0
"Resideo Technologies, Inc.",Industrials,Security & Protection Services,US,REZI,74.0,76.0,70.0,75.0,42.0,80.0,55.0,76.0,46.0,65.0,71.0,31.0,78.0,24.0,56.0,43.0,
Fulton Financial Corporation,Financial Services,Banks - Regional,US,FULT,52.0,65.0,33.0,67.0,70.0,26.0,75.0,65.0,81.0,76.0,62.0,47.0,71.0,73.0,64.0,61.0,62.0
"BlackLine, Inc.",Technology,Software - Application,US,BL,66.0,69.0,68.0,44.0,66.0,63.0,65.0,69.0,29.0,35.0,40.0,37.0,36.0,35.0,17.0,18.0,36.0
Payoneer Global Inc.,Technology,Software - Infrastructure,US,PAYO,75.0,74.0,70.0,68.0,70.0,72.0,64.0,74.0,51.0,35.0,35.0,44.0,37.0,,,,
"Nelnet, Inc.",Financial Services,Financial - Credit Services,US,NNI,51.0,66.0,14.0,68.0,85.0,43.0,78.0,66.0,76.0,75.0,53.0,67.0,67.0,55.0,62.0,69.0,62.0
"Amneal Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,US,AMRX,59.0,64.0,84.0,82.0,28.0,51.0,87.0,63.0,36.0,68.0,76.0,21.0,45.0,78.0,58.0,55.0,
Organon & Co.,Healthcare,Drug Manufacturers - General,US,OGN,67.0,67.0,57.0,83.0,57.0,76.0,75.0,67.0,60.0,79.0,54.0,70.0,80.0,66.0,,,
Semtech Corporation,Technology,Semiconductors,US,SMTC,25.0,15.0,55.0,24.0,37.0,52.0,43.0,55.0,75.0,63.0,58.0,78.0,58.0,65.0,59.0,58.0,38.0
"Guardant Health, Inc.",Healthcare,Medical - Diagnostics & Research,US,GH,28.0,27.0,34.0,25.0,35.0,28.0,35.0,27.0,21.0,22.0,23.0,38.0,30.0,22.0,27.0,,
"Option Care Health, Inc.",Healthcare,Medical - Care Facilities,US,OPCH,67.0,68.0,64.0,78.0,34.0,55.0,51.0,67.0,65.0,67.0,50.0,43.0,21.0,44.0,42.0,17.0,33.0
"Under Armour, Inc.",Consumer Cyclical,Apparel - Manufacturers,US,UAA,41.0,72.0,48.0,36.0,25.0,79.0,78.0,37.0,76.0,28.0,59.0,44.0,27.0,64.0,35.0,64.0,47.0
ESCO Technologies Inc.,Technology,"Hardware, Equipment & Parts",US,ESE,65.0,68.0,67.0,71.0,59.0,45.0,68.0,52.0,67.0,69.0,61.0,64.0,64.0,52.0,62.0,66.0,63.0
Verra Mobility Corporation,Industrials,Industrial - Infrastructure Operations,US,VRRM,69.0,70.0,82.0,67.0,70.0,68.0,70.0,70.0,75.0,81.0,34.0,81.0,52.0,50.0,70.0,,
"Fluence Energy, Inc.",Utilities,Renewable Utilities,US,FLNC,65.0,67.0,61.0,23.0,43.0,23.0,73.0,48.0,32.0,45.0,39.0,41.0,,,,,
"Allegro MicroSystems, Inc.",Technology,Semiconductors,US,ALGM,44.0,63.0,28.0,41.0,36.0,72.0,60.0,68.0,70.0,59.0,58.0,63.0,,,,,
"Warrior Met Coal, Inc.",Energy,Coal,US,HCC,65.0,71.0,53.0,71.0,63.0,81.0,70.0,71.0,87.0,87.0,30.0,77.0,76.0,83.0,35.0,23.0,
Boardwalk Real Estate Investment Trust,Real Estate,REIT - Residential,CA,BEI-UN.TO,57.0,56.0,67.0,53.0,56.0,54.0,59.0,56.0,55.0,50.0,52.0,76.0,54.0,59.0,44.0,71.0,58.0
John Bean Technologies Corporation,Industrials,Industrial - Machinery,US,JBT,44.0,43.0,73.0,53.0,58.0,37.0,45.0,42.0,53.0,63.0,76.0,52.0,70.0,64.0,48.0,71.0,68.0
"Plains GP Holdings, L.P.",Energy,Oil & Gas Midstream,US,PAGP,70.0,77.0,64.0,78.0,73.0,84.0,34.0,77.0,66.0,68.0,41.0,60.0,74.0,48.0,45.0,47.0,60.0
EnerSys,Industrials,Electrical Equipment & Parts,US,ENS,68.0,75.0,62.0,44.0,75.0,71.0,69.0,73.0,32.0,70.0,64.0,56.0,56.0,57.0,72.0,57.0,56.0
"EnPro Industries, Inc.",Industrials,Industrial - Machinery,US,NPO,71.0,71.0,68.0,75.0,61.0,36.0,72.0,71.0,64.0,68.0,28.0,62.0,75.0,37.0,28.0,46.0,43.0
First Capital Real Estate Investment Trust,Real Estate,REIT - Retail,CA,FCR-UN.TO,58.0,47.0,54.0,81.0,53.0,68.0,47.0,47.0,50.0,57.0,65.0,55.0,55.0,52.0,54.0,55.0,64.0
"Apple Hospitality REIT, Inc.",Real Estate,REIT - Hotel & Motel,US,APLE,70.0,70.0,71.0,77.0,59.0,56.0,70.0,70.0,75.0,77.0,32.0,67.0,68.0,70.0,69.0,67.0,71.0
"MGE Energy, Inc.",Utilities,Diversified Utilities,US,MGEE,71.0,71.0,71.0,64.0,76.0,57.0,65.0,71.0,64.0,59.0,69.0,58.0,62.0,58.0,65.0,67.0,60.0
WD-40 Company,Basic Materials,Chemicals - Specialty,US,WDFC,64.0,65.0,70.0,65.0,66.0,63.0,72.0,79.0,45.0,69.0,69.0,63.0,66.0,58.0,65.0,69.0,55.0
Linamar Corporation,Consumer Cyclical,Auto - Parts,CA,LNR.TO,71.0,67.0,75.0,66.0,50.0,73.0,42.0,66.0,52.0,65.0,75.0,77.0,56.0,63.0,75.0,72.0,66.0
Atlantic Union Bankshares Corporation,Financial Services,Banks - Regional,US,AUB,45.0,62.0,46.0,63.0,59.0,54.0,71.0,62.0,78.0,77.0,69.0,59.0,74.0,66.0,55.0,60.0,65.0
Lightspeed Commerce Inc.,Technology,Software - Application,CA,LSPD.TO,38.0,37.0,37.0,37.0,37.0,39.0,35.0,37.0,33.0,27.0,23.0,33.0,44.0,47.0,28.0,,
ASGN Incorporated,Technology,Information Technology Services,US,ASGN,71.0,72.0,71.0,66.0,63.0,63.0,69.0,72.0,68.0,50.0,71.0,67.0,69.0,59.0,69.0,56.0,52.0
Polaris Inc.,Consumer Cyclical,Auto - Recreational Vehicles,US,PII,72.0,77.0,42.0,70.0,25.0,83.0,43.0,77.0,67.0,48.0,81.0,73.0,59.0,66.0,72.0,58.0,66.0
"ALLETE, Inc.",Utilities,Diversified Utilities,US,ALE,73.0,77.0,74.0,71.0,62.0,52.0,65.0,76.0,59.0,56.0,62.0,50.0,65.0,70.0,61.0,67.0,58.0
Newell Brands Inc.,Consumer Defensive,Household & Personal Products,US,NWL,51.0,51.0,46.0,48.0,31.0,42.0,42.0,50.0,34.0,60.0,54.0,72.0,39.0,44.0,71.0,59.0,65.0
Kinetik Holdings Inc.,Energy,Oil & Gas Midstream,US,KNTK,77.0,76.0,84.0,75.0,75.0,73.0,79.0,76.0,79.0,82.0,51.0,49.0,38.0,26.0,,,
DENTSPLY SIRONA Inc.,Healthcare,Medical - Instruments & Supplies,US,XRAY,32.0,31.0,27.0,51.0,51.0,67.0,43.0,31.0,43.0,66.0,49.0,70.0,38.0,44.0,58.0,61.0,70.0
Travel + Leisure Co.,Consumer Cyclical,Travel Services,US,TNL,67.0,62.0,67.0,80.0,58.0,77.0,47.0,62.0,65.0,76.0,40.0,65.0,40.0,69.0,72.0,74.0,69.0
"CarGurus, Inc.",Communication Services,Internet Content & Information,US,CARG,39.0,54.0,67.0,57.0,80.0,23.0,57.0,54.0,77.0,59.0,78.0,67.0,62.0,62.0,66.0,23.0,
PBF Energy Inc.,Energy,Oil & Gas Refining & Marketing,US,PBF,28.0,55.0,23.0,49.0,39.0,33.0,74.0,55.0,83.0,71.0,19.0,69.0,67.0,62.0,67.0,64.0,39.0
The Wendy's Company,Consumer Cyclical,Restaurants,US,WEN,73.0,72.0,80.0,55.0,77.0,60.0,73.0,72.0,62.0,72.0,68.0,72.0,49.0,71.0,55.0,50.0,52.0
"Agilysys, Inc.",Technology,Software - Application,US,AGYS,60.0,61.0,68.0,45.0,75.0,65.0,67.0,65.0,64.0,36.0,40.0,33.0,36.0,17.0,34.0,17.0,37.0
Envista Holdings Corporation,Healthcare,Medical - Instruments & Supplies,US,NVST,41.0,45.0,59.0,51.0,58.0,34.0,66.0,44.0,47.0,67.0,56.0,58.0,63.0,56.0,56.0,,
"Nordstrom, Inc.",Consumer Cyclical,Department Stores,US,JWN,47.0,61.0,11.0,59.0,49.0,83.0,15.0,72.0,74.0,23.0,66.0,67.0,65.0,67.0,82.0,60.0,70.0
"Mirion Technologies, Inc.",Industrials,Industrial - Machinery,US,MIR,48.0,48.0,42.0,48.0,37.0,54.0,48.0,48.0,62.0,42.0,34.0,23.0,18.0,,,,
"Spirit AeroSystems Holdings, Inc.",Industrials,Aerospace & Defense,US,SPR,37.0,41.0,33.0,29.0,19.0,76.0,34.0,40.0,27.0,38.0,25.0,72.0,71.0,57.0,60.0,81.0,65.0
The Western Union Company,Financial Services,Financial - Credit Services,US,WU,64.0,77.0,85.0,49.0,67.0,81.0,85.0,77.0,58.0,76.0,70.0,68.0,68.0,33.0,68.0,70.0,68.0
Cathay General Bancorp,Financial Services,Banks - Regional,US,CATY,65.0,57.0,70.0,53.0,65.0,53.0,73.0,57.0,81.0,74.0,69.0,79.0,79.0,65.0,68.0,64.0,66.0
Ashland Inc.,Basic Materials,Chemicals - Specialty,US,ASH,66.0,74.0,58.0,73.0,57.0,60.0,33.0,68.0,32.0,76.0,52.0,57.0,54.0,56.0,47.0,49.0,54.0
Equinox Gold Corp.,Basic Materials,Gold,CA,EQX.TO,59.0,72.0,,31.0,33.0,70.0,67.0,71.0,28.0,57.0,78.0,56.0,29.0,24.0,35.0,23.0,18.0
Atmus Filtration Technologies Inc.,Industrials,Industrial - Pollution & Treatment Controls,US,ATMU,60.0,69.0,75.0,68.0,46.0,63.0,72.0,69.0,69.0,69.0,73.0,,,,,,
Sylvamo Corporation,Basic Materials,"Paper, Lumber & Forest Products",US,SLVM,77.0,76.0,83.0,78.0,49.0,70.0,78.0,76.0,69.0,80.0,65.0,68.0,59.0,,,,
"Rhythm Pharmaceuticals, Inc.",Healthcare,Biotechnology,US,RYTM,29.0,31.0,31.0,33.0,22.0,31.0,31.0,31.0,29.0,32.0,34.0,24.0,23.0,26.0,20.0,31.0,59.0
Hecla Mining Company,Basic Materials,Gold,US,HL,60.0,35.0,49.0,75.0,51.0,35.0,31.0,35.0,33.0,81.0,50.0,43.0,30.0,44.0,73.0,37.0,67.0
"Community Bank System, Inc.",Financial Services,Banks - Regional,US,CBU,65.0,70.0,71.0,49.0,69.0,54.0,73.0,70.0,69.0,68.0,64.0,64.0,71.0,73.0,66.0,62.0,70.0
"Walker & Dunlop, Inc.",Financial Services,Financial - Mortgages,US,WD,37.0,40.0,40.0,30.0,64.0,72.0,83.0,40.0,84.0,83.0,32.0,86.0,47.0,86.0,84.0,28.0,26.0
ACV Auctions Inc.,Consumer Cyclical,Auto - Dealerships,US,ACVA,36.0,38.0,39.0,23.0,40.0,33.0,38.0,37.0,25.0,38.0,51.0,49.0,27.0,,,,
"Lemonade, Inc.",Financial Services,Insurance - Property & Casualty,US,LMND,53.0,53.0,50.0,46.0,42.0,41.0,46.0,52.0,27.0,24.0,30.0,37.0,38.0,45.0,,,
"Kodiak Gas Services, Inc.",Energy,Oil & Gas Equipment & Services,US,KGS,69.0,74.0,36.0,76.0,65.0,57.0,70.0,74.0,64.0,72.0,38.0,,,,,,
"CleanSpark, Inc.",Financial Services,Financial - Capital Markets,US,CLSKW,,,,,,,,,,,,,,,,,
"DigitalOcean Holdings, Inc.",Technology,Software - Infrastructure,US,DOCN,69.0,68.0,66.0,67.0,68.0,71.0,66.0,68.0,43.0,44.0,38.0,33.0,28.0,,,,
"Acadia Healthcare Company, Inc.",Healthcare,Medical - Care Facilities,US,ACHC,52.0,42.0,61.0,72.0,34.0,61.0,50.0,42.0,63.0,61.0,78.0,59.0,45.0,65.0,67.0,66.0,62.0
CT Real Estate Investment Trust,Real Estate,REIT - Retail,CA,CRT-UN.TO,76.0,81.0,81.0,67.0,76.0,76.0,70.0,81.0,76.0,77.0,77.0,77.0,65.0,64.0,60.0,62.0,66.0
"Avis Budget Group, Inc.",Industrials,Rental & Leasing Services,US,CAR,67.0,65.0,78.0,73.0,38.0,64.0,65.0,66.0,78.0,72.0,32.0,55.0,49.0,67.0,65.0,60.0,67.0
"Alliance Resource Partners, L.P.",Energy,Coal,US,ARLP,75.0,77.0,72.0,75.0,84.0,63.0,71.0,77.0,85.0,64.0,35.0,53.0,79.0,72.0,79.0,79.0,79.0
JFrog Ltd.,Technology,Software - Application,US,FROG,38.0,37.0,34.0,26.0,27.0,32.0,34.0,37.0,27.0,27.0,38.0,44.0,40.0,,,,
ZoomInfo Technologies Inc.,Technology,Software - Application,US,ZI,70.0,67.0,47.0,37.0,70.0,48.0,58.0,67.0,71.0,72.0,54.0,47.0,41.0,,,,
"Power Integrations, Inc.",Technology,Semiconductors,US,POWI,49.0,51.0,66.0,58.0,62.0,46.0,70.0,51.0,70.0,76.0,59.0,62.0,63.0,57.0,66.0,67.0,63.0
ABM Industries Incorporated,Industrials,Specialty Business Services,US,ABM,72.0,70.0,57.0,76.0,40.0,65.0,75.0,70.0,36.0,60.0,71.0,58.0,73.0,39.0,44.0,59.0,51.0
"National Health Investors, Inc.",Real Estate,REIT - Healthcare Facilities,US,NHI,70.0,70.0,69.0,75.0,72.0,70.0,64.0,70.0,70.0,71.0,71.0,75.0,67.0,64.0,61.0,68.0,59.0
Premium Brands Holdings Corporation,Consumer Defensive,Packaged Foods,CA,PBH.TO,68.0,71.0,59.0,71.0,55.0,53.0,78.0,71.0,51.0,39.0,66.0,63.0,62.0,47.0,71.0,72.0,58.0
"First Interstate BancSystem, Inc.",Financial Services,Banks - Regional,US,FIBK,63.0,53.0,67.0,51.0,62.0,61.0,68.0,54.0,77.0,73.0,78.0,54.0,77.0,72.0,68.0,68.0,69.0
Terex Corporation,Industrials,Agricultural - Machinery,US,TEX,68.0,73.0,71.0,68.0,44.0,73.0,68.0,72.0,59.0,70.0,66.0,64.0,43.0,43.0,41.0,49.0,68.0
"The Boston Beer Company, Inc.",Consumer Defensive,Beverages - Alcoholic,US,SAM,69.0,68.0,74.0,81.0,35.0,24.0,72.0,68.0,75.0,60.0,71.0,67.0,71.0,63.0,66.0,71.0,70.0
Sotera Health Company,Healthcare,Medical - Diagnostics & Research,US,SHC,60.0,35.0,78.0,76.0,57.0,80.0,41.0,35.0,51.0,76.0,45.0,59.0,37.0,,,,
Dream Industrial Real Estate Investment Trust,Real Estate,REIT - Industrial,CA,DIR-UN.TO,71.0,71.0,65.0,64.0,59.0,50.0,64.0,71.0,58.0,59.0,68.0,58.0,64.0,74.0,48.0,73.0,65.0
COPT Defense Properties,Real Estate,REIT - Office,US,CDP,70.0,51.0,64.0,74.0,74.0,68.0,48.0,51.0,65.0,69.0,69.0,66.0,66.0,70.0,62.0,59.0,76.0
"ImmunityBio, Inc.",Healthcare,Biotechnology,US,IBRX,43.0,21.0,49.0,26.0,31.0,21.0,24.0,21.0,24.0,21.0,25.0,20.0,16.0,16.0,15.0,13.0,22.0
UniFirst Corporation,Industrials,Specialty Business Services,US,UNF,66.0,67.0,67.0,67.0,68.0,54.0,58.0,66.0,50.0,58.0,66.0,70.0,63.0,64.0,61.0,69.0,63.0
"Telephone and Data Systems, Inc.",Communication Services,Telecommunications Services,US,TDS,35.0,32.0,39.0,76.0,66.0,30.0,43.0,32.0,59.0,60.0,77.0,64.0,71.0,61.0,62.0,67.0,25.0
"Envestnet, Inc.",Technology,Software - Application,US,ENV,37.0,32.0,40.0,58.0,44.0,37.0,53.0,33.0,28.0,67.0,43.0,31.0,59.0,44.0,41.0,49.0,66.0
"First Hawaiian, Inc.",Financial Services,Banks - Regional,US,FHB,56.0,44.0,61.0,57.0,64.0,65.0,51.0,44.0,77.0,82.0,63.0,65.0,77.0,73.0,71.0,53.0,66.0
Denali Therapeutics Inc.,Healthcare,Biotechnology,US,DNLI,44.0,35.0,37.0,38.0,40.0,46.0,32.0,35.0,29.0,22.0,77.0,18.0,34.0,27.0,19.0,45.0,
Crescent Energy Company,Energy,Oil & Gas Exploration & Production,US,CRGY,64.0,65.0,39.0,82.0,54.0,68.0,46.0,66.0,82.0,51.0,46.0,80.0,51.0,,,,
NorthWestern Corporation,Utilities,Diversified Utilities,US,NWE,57.0,70.0,72.0,57.0,83.0,54.0,74.0,70.0,66.0,53.0,67.0,58.0,69.0,65.0,58.0,69.0,63.0
WSFS Financial Corporation,Financial Services,Banks - Regional,US,WSFS,45.0,47.0,45.0,50.0,71.0,25.0,81.0,47.0,83.0,73.0,44.0,52.0,70.0,74.0,61.0,63.0,66.0
"Oscar Health, Inc.",Healthcare,Medical - Healthcare Plans,US,OSCR,56.0,29.0,36.0,67.0,80.0,41.0,34.0,29.0,43.0,16.0,52.0,43.0,,,,,
CI Financial Corp.,Financial Services,Asset Management,CA,CIX.TO,39.0,70.0,39.0,76.0,48.0,46.0,40.0,70.0,69.0,74.0,72.0,70.0,69.0,68.0,72.0,69.0,75.0
"Powell Industries, Inc.",Industrials,Electrical Equipment & Parts,US,POWL,56.0,57.0,,56.0,57.0,76.0,79.0,84.0,40.0,19.0,67.0,72.0,36.0,26.0,72.0,49.0,30.0
"Apellis Pharmaceuticals, Inc.",Healthcare,Biotechnology,US,APLS,31.0,29.0,39.0,37.0,39.0,39.0,29.0,30.0,30.0,17.0,32.0,21.0,23.0,23.0,30.0,18.0,22.0
"Urban Outfitters, Inc.",Consumer Cyclical,Apparel - Retail,US,URBN,71.0,75.0,48.0,72.0,55.0,74.0,45.0,44.0,65.0,61.0,51.0,74.0,57.0,68.0,73.0,56.0,66.0
"Hayward Holdings, Inc.",Industrials,Electrical Equipment & Parts,US,HAYW,75.0,73.0,61.0,87.0,32.0,38.0,60.0,73.0,53.0,61.0,82.0,69.0,,,,,
First BanCorp.,Financial Services,Banks - Regional,US,FBP,70.0,70.0,79.0,54.0,71.0,60.0,82.0,71.0,81.0,79.0,69.0,71.0,76.0,76.0,63.0,71.0,55.0
"Compass, Inc.",Technology,Software - Application,US,COMP,37.0,35.0,30.0,75.0,39.0,23.0,25.0,35.0,17.0,31.0,36.0,42.0,30.0,28.0,27.0,,
"AvePoint, Inc.",Technology,Software - Infrastructure,US,AVPT,44.0,40.0,80.0,41.0,41.0,65.0,29.0,40.0,22.0,21.0,40.0,35.0,33.0,,,,
Peabody Energy Corporation,Energy,Coal,US,BTU,72.0,73.0,84.0,58.0,66.0,87.0,44.0,73.0,81.0,81.0,23.0,41.0,81.0,88.0,17.0,18.0,21.0
"Federated Hermes, Inc.",Financial Services,Asset Management,US,FHI,71.0,70.0,77.0,86.0,54.0,76.0,47.0,70.0,78.0,57.0,75.0,79.0,62.0,69.0,72.0,74.0,63.0
"Helmerich & Payne, Inc.",Energy,Oil & Gas Drilling,US,HP,65.0,65.0,65.0,73.0,70.0,66.0,66.0,83.0,68.0,29.0,43.0,52.0,70.0,28.0,36.0,76.0,70.0
Brady Corporation,Industrials,Security & Protection Services,US,BRC,68.0,71.0,51.0,71.0,80.0,55.0,64.0,75.0,55.0,73.0,63.0,68.0,63.0,66.0,72.0,59.0,29.0
Huntsman Corporation,Basic Materials,Chemicals,US,HUN,27.0,47.0,47.0,61.0,43.0,37.0,68.0,47.0,68.0,70.0,45.0,58.0,74.0,73.0,77.0,51.0,61.0
EPR Properties,Real Estate,REIT - Specialty,US,EPR,73.0,74.0,80.0,68.0,77.0,65.0,79.0,74.0,81.0,81.0,39.0,65.0,72.0,73.0,69.0,69.0,69.0
"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",Real Estate,REIT - Specialty,US,HASI,88.0,68.0,52.0,37.0,62.0,51.0,72.0,68.0,43.0,48.0,72.0,51.0,73.0,41.0,79.0,68.0,53.0
"DoubleVerify Holdings, Inc.",Technology,Software - Application,US,DV,68.0,66.0,71.0,62.0,61.0,71.0,71.0,66.0,66.0,70.0,54.0,70.0,58.0,,,,
Hut 8 Mining Corp.,Financial Services,Financial - Capital Markets,CA,HUT.TO,40.0,39.0,35.0,28.0,45.0,53.0,40.0,38.0,31.0,51.0,22.0,77.0,14.0,74.0,33.0,35.0,30.0
"Highwoods Properties, Inc.",Real Estate,REIT - Office,US,HIW,68.0,72.0,70.0,76.0,71.0,68.0,68.0,72.0,75.0,72.0,68.0,65.0,68.0,70.0,64.0,62.0,64.0
Otter Tail Corporation,Utilities,Diversified Utilities,US,OTTR,68.0,69.0,66.0,74.0,66.0,63.0,71.0,69.0,78.0,67.0,64.0,67.0,58.0,65.0,68.0,59.0,52.0
National Storage Affiliates Trust,Real Estate,REIT - Industrial,US,NSA,59.0,74.0,78.0,74.0,76.0,64.0,54.0,74.0,79.0,76.0,75.0,78.0,84.0,84.0,80.0,86.0,
"Asana, Inc.",Technology,Software - Application,US,ASAN,35.0,34.0,23.0,35.0,35.0,23.0,21.0,19.0,29.0,20.0,22.0,44.0,,,,,
Peyto Exploration & Development Corp.,Energy,Oil & Gas Exploration & Production,CA,PEY.TO,71.0,71.0,67.0,67.0,70.0,85.0,68.0,71.0,88.0,86.0,36.0,70.0,70.0,69.0,63.0,61.0,78.0
Silicon Laboratories Inc.,Technology,Semiconductors,US,SLAB,22.0,37.0,36.0,35.0,30.0,37.0,28.0,37.0,60.0,41.0,59.0,59.0,60.0,69.0,66.0,55.0,65.0
